Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Decade,Franchise,Critic_Count_Log,User_Count_Log
PS2,2002,Sports,Konami Digital Entertainment,0.02,38.0,9,7.5,27,Konami,T,2000s,Other,2.302585092994046,3.332204510175204
XB,2005,Adventure,Take-Two Interactive,0.02,48.0,15,5.5,4,High Voltage Software,E10+,2000s,Other,2.772588722239781,1.6094379124341003
PC,2014,Shooter,Electronic Arts,0.02,78.0,11,7.8,186,PopCap,E10+,2010s,Other,2.4849066497880004,5.231108616854587
PS2,2006,Shooter,Namco Bandai Games,0.02,40.0,17,7.0,5,Namco Bandai Games America,T,2000s,Other,2.8903717578961645,1.791759469228055
PC,2007,Racing,Atari,0.02,79.0,18,8.1,124,Eden Studios,T,2000s,Other,2.9444389791664403,4.8283137373023015
PC,2009,Adventure,Ubisoft,0.02,36.0,4,3.9,20,Longtail Studios,T,2000s,Other,1.6094379124341003,3.044522437723423
PC,2012,Racing,Codemasters,0.02,62.0,8,5.4,46,Codemasters,E,2010s,Other,2.1972245773362196,3.8501476017100584
GC,2004,Shooter,Global Star,0.02,69.0,18,8.4,9,Climax Group,M,2000s,Other,2.9444389791664403,2.302585092994046
XB,2004,Action,Microids,0.02,53.0,11,4.5,8,Microids,T,2000s,Other,2.4849066497880004,2.1972245773362196
DS,2006,Simulation,Natsume,0.02,46.0,7,7.7,6,Beluga Computer,E10+,2000s,Other,2.0794415416798357,1.9459101490553132
PC,2008,Shooter,Electronic Arts,0.02,89.0,58,9.2,3717,Valve Software,M,2000s,Other,4.07753744390572,8.220941168281389
XB,2005,Fighting,Sega,0.02,58.0,11,6.5,4,InterServ International,T,2000s,Other,2.4849066497880004,1.6094379124341003
PS2,2004,Adventure,Indie Games,0.02,57.0,20,7.7,9,From Software,M,2000s,Other,3.044522437723423,2.302585092994046
GC,2004,Action,BAM! Entertainment,0.02,57.0,9,7.5,27,Artificial Mind and Movement,E,2000s,Other,2.302585092994046,3.332204510175204
PC,2009,Racing,Codemasters,0.02,67.0,16,6.7,86,Asobo Studio,E,2000s,Other,2.833213344056216,4.465908118654584
PC,2011,Role-Playing,Unknown,0.02,81.0,26,7.3,399,Trendy Entertainment,E10+,2010s,Other,3.295836866004329,5.991464547107982
XB,2003,Racing,Capcom,0.02,57.0,17,6.0,5,Capcom,E,2000s,Other,2.8903717578961645,1.791759469228055
DS,2010,Platform,Destineer,0.02,63.0,4,7.5,27,"United Coders, Wizardry Engineering",E10+,2010s,Other,1.6094379124341003,3.332204510175204
DS,2007,Action,Disney Interactive Studios,0.02,64.0,6,7.5,27,"Climax Group, Climax Studios",E10+,2000s,Other,1.9459101490553132,3.332204510175204
PC,2008,Adventure,DTP Entertainment,0.02,63.0,11,7.5,27,DTP Entertainment,T,2000s,Other,2.4849066497880004,3.332204510175204
GC,2004,Shooter,Atari,0.02,68.0,20,7.5,27,Paradigm Entertainment,T,2000s,Other,3.044522437723423,3.332204510175204
Wii,2007,Sports,Zoo Digital Publishing,0.02,19.0,6,2.8,25,Black Lantern Studios,E10+,2000s,Other,1.9459101490553132,3.258096538021482
PC,2005,Adventure,Atari,0.02,85.0,41,8.3,375,Quantic Dream,M,2000s,Other,3.7376696182833684,5.929589143389895
PC,2007,Strategy,Codemasters,0.02,81.0,27,8.1,220,Triumph Studios,T,2000s,Other,3.332204510175204,5.3981627015177525
PC,2006,Strategy,Electronic Arts,0.02,84.0,36,7.5,366,EA LA,T,2000s,Other,3.6109179126442243,5.905361848054571
PS2,2002,Racing,Konami Digital Entertainment,0.02,50.0,12,7.5,27,Vicarious Visions,T,2000s,Other,2.5649493574615367,3.332204510175204
PC,2008,Sports,Electronic Arts,0.02,77.0,15,6.8,36,EA Canada,E,2000s,FIFA,2.772588722239781,3.6109179126442243
PC,2005,Shooter,Activision,0.02,81.0,62,7.6,281,Raven Software,M,2000s,Other,4.143134726391533,5.641907070938114
GC,2003,Racing,Acclaim Entertainment,0.02,69.0,13,7.0,5,Acclaim Studios Cheltenham,T,2000s,Other,2.639057329615259,1.791759469228055
PC,2001,Shooter,Take-Two Interactive,0.02,89.0,32,9.1,1016,Remedy Entertainment,M,2000s,Other,3.4965075614664802,6.92461239604856
PS2,2006,Misc,Empire Interactive,0.02,67.0,11,7.5,27,Empire Oxford,T,2000s,Other,2.4849066497880004,3.332204510175204
PS4,2016,Shooter,Nippon Ichi Software,0.02,55.0,19,4.7,34,"Mediascape, CUBETYPE",E10+,2010s,Other,2.995732273553991,3.5553480614894135
DS,2005,Sports,Rising Star Games,0.02,63.0,14,6.5,4,Racjin,E,2000s,Other,2.70805020110221,1.6094379124341003
PC,1998,Strategy,Vivendi Games,0.02,93.0,20,9.0,326,Relic,E,1990s,Other,3.044522437723423,5.7899601708972535
WiiU,2013,Shooter,505 Games,0.02,58.0,5,5.8,30,Rebellion,M,2010s,Other,1.791759469228055,3.4339872044851463
PC,2009,Strategy,Square Enix,0.02,69.0,39,7.3,73,Wargaming.net,T,2000s,Other,3.6888794541139363,4.304065093204169
PSP,2007,Racing,Deep Silver,0.02,58.0,7,5.3,6,Eutechnyx,T,2000s,Other,2.0794415416798357,1.9459101490553132
PC,2002,Strategy,JoWood Productions,0.02,59.0,11,7.7,9,JoWooD Entertainment AG,T,2000s,Other,2.4849066497880004,2.302585092994046
XB,2006,Fighting,SNK Playmore,0.02,62.0,17,7.5,27,SNK Playmore,T,2000s,Other,2.8903717578961645,3.332204510175204
PC,2007,Role-Playing,DTP Entertainment,0.02,57.0,9,5.8,19,Master Creating,M,2000s,Other,2.302585092994046,2.995732273553991
PC,2014,Role-Playing,Deep Silver,0.02,57.0,47,1.4,544,Deep Silver,M,2010s,Other,3.8712010109078907,6.300785794663244
PC,2016,Sports,Konami Digital Entertainment,0.02,69.0,9,3.7,137,Konami,E,2010s,Other,2.302585092994046,4.927253685157205
GBA,2003,Sports,Aspyr,0.02,67.0,7,7.5,27,Small Rockets,E,2000s,Other,2.0794415416798357,3.332204510175204
PC,2009,Action,Konami Digital Entertainment,0.02,55.0,6,6.0,31,Zombie Studios,M,2000s,Other,1.9459101490553132,3.4657359027997265
PS3,2014,Role-Playing,Nippon Ichi Software,0.02,65.0,20,7.3,23,Nippon Ichi Software,T,2010s,Other,3.044522437723423,3.1780538303479458
PC,2007,Platform,Activision,0.02,62.0,16,7.1,29,Beenox,T,2000s,Other,2.833213344056216,3.4011973816621555
PS3,2015,Adventure,Arc System Works,0.02,63.0,4,6.2,5,Arc System Works,M,2010s,Other,1.6094379124341003,1.791759469228055
DS,2008,Shooter,Lexicon Entertainment,0.02,64.0,6,7.5,27,Mana Comp. Soft.,E10+,2000s,Other,1.9459101490553132,3.332204510175204
GBA,2002,Sports,Unknown,0.02,62.0,4,7.5,27,Konami,E,2000s,Other,1.6094379124341003,3.332204510175204
DS,2007,Shooter,Phoenix Games,0.02,39.0,5,7.5,27,Phenomedia,E10+,2000s,Other,1.791759469228055,3.332204510175204
PSP,2005,Platform,Atari,0.02,57.0,6,7.5,27,"Atari, Atari SA",E,2000s,Other,1.9459101490553132,3.332204510175204
DS,2008,Adventure,Aksys Games,0.02,47.0,12,7.5,27,WorkJam,T,2000s,Other,2.5649493574615367,3.332204510175204
PC,2008,Action,Activision,0.02,52.0,11,7.8,57,"Treyarch, Shaba Games",T,2000s,Other,2.4849066497880004,4.060443010546419
XB,2004,Action,Sega,0.02,59.0,26,6.8,4,Amuze,M,2000s,Other,3.295836866004329,1.6094379124341003
GBA,2001,Platform,THQ,0.02,69.0,11,7.5,27,Titus Software,E,2000s,Other,2.4849066497880004,3.332204510175204
XB,2005,Shooter,Kemco,0.02,33.0,9,2.8,4,Touchdown Entertainment,M,2000s,Other,2.302585092994046,1.6094379124341003
PC,2008,Role-Playing,Codemasters Online,0.02,85.0,24,8.2,99,Turbine Inc.,T,2000s,Other,3.2188758248682006,4.605170185988092
XOne,2016,Action,Stainless Games,0.02,52.0,15,7.1,12,Stainless Games,M,2010s,Other,2.772588722239781,2.5649493574615367
PC,2009,Strategy,Sega,0.02,42.0,15,4.9,22,Creative Assembly,M,2000s,Other,2.772588722239781,3.1354942159291497
PC,2004,Shooter,DreamCatcher Interactive,0.02,81.0,62,8.1,284,People Can Fly,M,2000s,Other,4.143134726391533,5.652489180268651
PS2,2006,Platform,Natsume,0.02,57.0,8,7.0,7,Playstos Entertainment,E10+,2000s,Other,2.1972245773362196,2.0794415416798357
PC,2016,Simulation,Atari,0.02,43.0,7,2.4,31,Nvizzio Creations,E,2010s,Other,2.0794415416798357,3.4657359027997265
PC,2012,Strategy,Iceberg Interactive,0.02,67.0,23,6.5,55,"Unigine Corp, Russia",Unknown,2010s,Other,3.1780538303479458,4.02535169073515
XB,2003,Racing,Acclaim Entertainment,0.02,66.0,15,6.8,5,Acclaim Studios Cheltenham,T,2000s,Other,2.772588722239781,1.791759469228055
PS4,2016,Action,Nordic Games,0.02,79.0,9,8.5,15,Nordic Games Publishing,M,2010s,Other,2.302585092994046,2.772588722239781
PC,2016,Adventure,Microids,0.02,66.0,15,8.5,144,Artefacts Studio,Unknown,2010s,Other,2.772588722239781,4.976733742420574
PC,2014,Action,Square Enix,0.02,73.0,17,5.4,52,Nixxes Software,T,2010s,Other,2.8903717578961645,3.970291913552122
XB,2005,Racing,Take-Two Interactive,0.02,38.0,9,3.6,7,Deibus Studios,T,2000s,Other,2.302585092994046,2.0794415416798357
GC,2002,Sports,Konami Digital Entertainment,0.02,68.0,6,7.5,27,KCEA,E,2000s,Other,1.9459101490553132,3.332204510175204
WiiU,2013,Fighting,Tecmo Koei,0.02,40.0,4,5.8,18,Koei,M,2010s,Other,1.6094379124341003,2.9444389791664403
PC,2006,Simulation,Ubisoft,0.02,65.0,16,4.6,17,Ubisoft Romania,T,2000s,Other,2.833213344056216,2.8903717578961645
PC,2007,Role-Playing,Electronic Arts,0.02,70.0,40,6.3,374,Flagship Studios,M,2000s,Other,3.713572066704308,5.926926025970411
PSV,2015,Action,Tecmo Koei,0.02,70.0,15,7.4,9,Omega Force,T,2010s,Other,2.772588722239781,2.302585092994046
XB,2005,Misc,Mastiff,0.02,74.0,9,7.5,4,Andamiro U.S.A. Corp.,T,2000s,Other,2.302585092994046,1.6094379124341003
3DS,2014,Action,Namco Bandai Games,0.02,26.0,10,2.4,22,Bandai Namco Games,E10+,2010s,Other,2.3978952727983707,3.1354942159291497
PC,2006,Racing,Codemasters,0.02,84.0,16,7.8,53,Codemasters,E10+,2000s,Other,2.833213344056216,3.9889840465642745
PS2,2004,Platform,Evolved Games,0.02,51.0,11,7.5,27,Argonaut Games,T,2000s,Other,2.4849066497880004,3.332204510175204
DS,2007,Simulation,DSI Games,0.02,38.0,4,7.5,27,SkyRiver Studios,E10+,2000s,Other,1.6094379124341003,3.332204510175204
PS3,2013,Role-Playing,Nippon Ichi Software,0.02,69.0,22,7.9,25,ApolloSoft,T,2010s,Other,3.1354942159291497,3.258096538021482
GBA,2001,Role-Playing,Victor Interactive,0.02,77.0,11,7.5,27,Ancient,E,2000s,Other,2.4849066497880004,3.332204510175204
XB,2004,Fighting,Atari,0.02,65.0,8,8.8,4,Black Ship Games,T,2000s,Other,2.1972245773362196,1.6094379124341003
Wii,2008,Sports,XS Games,0.02,30.0,4,7.5,27,Other Ocean Interactive,E,2000s,Other,1.6094379124341003,3.332204510175204
PC,2012,Racing,Namco Bandai Games,0.02,72.0,9,6.0,83,Bugbear,T,2010s,Other,2.302585092994046,4.430816798843313
PC,2009,Action,Eidos Interactive,0.02,74.0,14,8.3,78,Io Interactive,E10+,2000s,Other,2.70805020110221,4.3694478524670215
PS3,2011,Action,Ubisoft,0.02,67.0,21,6.8,29,Ubisoft,M,2010s,Other,3.091042453358316,3.4011973816621555
GBA,2002,Strategy,Titus,0.02,70.0,6,7.5,27,Titus Software,E,2000s,Other,1.9459101490553132,3.332204510175204
XB,2005,Platform,Global Star,0.02,57.0,6,7.5,27,High Voltage Software,E10+,2000s,Other,1.9459101490553132,3.332204510175204
GC,2003,Racing,Acclaim Entertainment,0.02,59.0,9,7.5,27,Climax Group,E,2000s,Other,2.302585092994046,3.332204510175204
XOne,2016,Platform,Deep Silver,0.02,55.0,13,4.2,94,Inti Creates,E10+,2010s,Other,2.639057329615259,4.553876891600541
PC,2008,Shooter,Electronic Arts,0.02,84.0,56,7.9,516,Crytek,M,2000s,Other,4.04305126783455,6.248042874508429
XB,2002,Sports,Konami Digital Entertainment,0.02,68.0,6,7.5,27,KCEA,E,2000s,Other,1.9459101490553132,3.332204510175204
PC,2006,Sports,Sega,0.02,87.0,17,7.5,27,Sports Interactive,E,2000s,Other,2.8903717578961645,3.332204510175204
PS,2000,Strategy,Infogrames,0.02,62.0,10,8.8,31,Infogrames Sheffield,T,2000s,Other,2.3978952727983707,3.4657359027997265
PC,2009,Strategy,Paradox Interactive,0.02,71.0,27,7.1,38,1C:Ino-Co,T,2000s,Other,3.332204510175204,3.6635616461296463
PC,2011,Strategy,Iceberg Interactive,0.02,50.0,14,4.7,57,"Headup Games, Crenetic Studios",Unknown,2010s,Other,2.70805020110221,4.060443010546419
PS,2000,Shooter,Namco Bandai Games,0.02,78.0,5,8.4,5,Tose Software,T,2000s,Other,1.791759469228055,1.791759469228055
PC,2003,Shooter,Gathering of Developers,0.02,74.0,22,8.7,76,Pterodon,T,2000s,Other,3.1354942159291497,4.343805421853684
DS,2007,Puzzle,Eidos Interactive,0.02,70.0,21,7.5,11,Arkedo Studio,E,2000s,Other,3.091042453358316,2.4849066497880004
GC,2003,Action,Ubisoft,0.02,23.0,21,3.3,23,Neko Entertainment,T,2000s,Other,3.091042453358316,3.1780538303479458
X360,2011,Misc,THQ,0.02,54.0,5,5.7,6,THQ,E,2010s,Other,1.791759469228055,1.9459101490553132
X360,2012,Adventure,Focus Home Interactive,0.02,64.0,24,7.6,30,Frogwares,M,2010s,Other,3.2188758248682006,3.4339872044851463
PC,2007,Misc,Aspyr,0.02,79.0,15,7.2,63,Aspyr,T,2000s,Other,2.772588722239781,4.1588830833596715
XOne,2015,Action,Ubisoft,0.02,65.0,5,6.6,21,Ivory Tower,T,2010s,Other,1.791759469228055,3.091042453358316
XB,2006,Sports,Electronic Arts,0.02,76.0,18,7.5,27,Unknown,Unknown,2000s,Other,2.9444389791664403,3.332204510175204
X360,2012,Action,Ubisoft,0.02,62.0,11,7.3,12,Ubisoft Quebec,T,2010s,Other,2.4849066497880004,2.5649493574615367
XB,2006,Shooter,Eidos Interactive,0.02,72.0,34,8.6,9,Rocksteady Studios,M,2000s,Other,3.5553480614894135,2.302585092994046
PC,2005,Shooter,Empire Interactive,0.02,46.0,18,6.1,29,Strangelite,M,2000s,Other,2.9444389791664403,3.4011973816621555
GBA,2002,Action,Ubisoft,0.02,72.0,6,7.5,27,Ubisoft Milan,E,2000s,Other,1.9459101490553132,3.332204510175204
PC,2005,Simulation,Codemasters,0.02,76.0,18,6.7,19,IR Gurus,T,2000s,Other,2.9444389791664403,2.995732273553991
XB,2003,Adventure,THQ,0.02,77.0,24,8.3,12,Revolution Software,T,2000s,Other,3.2188758248682006,2.5649493574615367
PS3,2010,Action,THQ,0.02,82.0,73,7.9,319,Vigil Games,M,2010s,Other,4.304065093204169,5.768320995793772
PC,2006,Strategy,Atari,0.02,67.0,30,8.3,4,Deep Red,T,2000s,Other,3.4339872044851463,1.6094379124341003
PC,2008,Sports,Electronic Arts,0.02,62.0,6,4.1,30,EA Canada,E10+,2000s,Other,1.9459101490553132,3.4339872044851463
PC,2015,Action,Ubisoft,0.02,74.0,6,7.4,41,Ivory Tower,T,2010s,Other,1.9459101490553132,3.7376696182833684
PC,2009,Strategy,Playlogic Game Factory,0.02,63.0,9,8.1,8,Black Sea Studios,T,2000s,Other,2.302585092994046,2.1972245773362196
DS,2005,Platform,Rising Star Games,0.02,54.0,19,7.5,27,Marvelous Entertainment,E,2000s,Other,2.995732273553991,3.332204510175204
PC,2014,Role-Playing,Paradox Interactive,0.02,89.0,71,8.3,2191,Obsidian Entertainment,M,2010s,Other,4.276666119016055,7.692569648067906
PC,2008,Shooter,Atari,0.02,50.0,23,6.6,104,Spark Unlimited,M,2000s,Other,3.1780538303479458,4.653960350157523
DS,2009,Action,Zushi Games,0.02,39.0,4,7.5,27,PAWS,E,2000s,Other,1.6094379124341003,3.332204510175204
DS,2009,Adventure,Nobilis,0.02,54.0,7,7.5,27,White Birds Productions,M,2000s,Other,2.0794415416798357,3.332204510175204
PSP,2007,Puzzle,DHM Interactive,0.02,65.0,12,7.5,27,Agetec,E,2000s,Other,2.5649493574615367,3.332204510175204
XB,2002,Sports,Konami Digital Entertainment,0.02,57.0,10,7.5,27,Farsight Technologies,E,2000s,Other,2.3978952727983707,3.332204510175204
XB,2005,Action,Vivendi Games,0.02,46.0,25,4.0,5,Tranji,M,2000s,Other,3.258096538021482,1.791759469228055
PC,2003,Strategy,Eidos Interactive,0.02,72.0,24,7.6,83,Pyro Studios,T,2000s,Other,3.2188758248682006,4.430816798843313
PC,2010,Shooter,Activision,0.02,63.0,17,7.1,72,Bizarre Creations,T,2010s,Other,2.8903717578961645,4.290459441148391
PSP,2007,Shooter,Eidos Interactive,0.02,74.0,37,8.2,13,Deadline Games,M,2000s,Other,3.6375861597263857,2.639057329615259
GBA,2002,Action,BAM! Entertainment,0.02,52.0,4,7.5,27,Planet Interactive,E,2000s,Other,1.6094379124341003,3.332204510175204
PSP,2007,Puzzle,D3Publisher,0.02,84.0,32,8.0,19,"Vicious Cycle, Infinite Interactive",E10+,2000s,Other,3.4965075614664802,2.995732273553991
DS,2007,Platform,Game Factory,0.02,70.0,9,7.5,27,Shin'en,E,2000s,Other,2.302585092994046,3.332204510175204
PS2,2008,Racing,SouthPeak Games,0.02,57.0,12,7.5,27,Playstos Entertainment,E,2000s,Other,2.5649493574615367,3.332204510175204
GBA,2001,Puzzle,Conspiracy Entertainment,0.02,58.0,5,7.5,27,Warthog,E,2000s,Other,1.791759469228055,3.332204510175204
Wii,2008,Racing,Codemasters,0.02,40.0,21,4.3,4,Supersonic Software,T,2000s,Other,3.091042453358316,1.6094379124341003
PC,2003,Adventure,Ubisoft,0.02,79.0,22,7.6,29,Cyan Worlds,E,2000s,Other,3.1354942159291497,3.4011973816621555
XB,2005,Fighting,Konami Digital Entertainment,0.02,43.0,13,4.8,5,Konami Computer Entertainment Hawaii,T,2000s,Other,2.639057329615259,1.791759469228055
PS4,2016,Action,Activision,0.02,48.0,4,2.0,53,Radical Entertainment,M,2010s,Other,1.6094379124341003,3.9889840465642745
XB,2003,Shooter,Titus,0.02,30.0,9,3.6,12,Titus Software,M,2000s,Other,2.302585092994046,2.5649493574615367
PC,2010,Sports,Focus Home Interactive,0.02,73.0,13,6.4,75,Cyanide,T,2010s,Other,2.639057329615259,4.330733340286331
PS3,2013,Action,Sony Computer Entertainment,0.02,50.0,16,5.0,14,Magenta Software,E10+,2010s,Other,2.833213344056216,2.70805020110221
X360,2007,Strategy,Microsoft Game Studios,0.02,75.0,25,6.9,28,Team 17,E10+,2000s,Other,3.258096538021482,3.367295829986474
GC,2002,Sports,Sega,0.02,89.0,11,7.0,6,Treyarch,E,2000s,Other,2.4849066497880004,1.9459101490553132
XB,2006,Sports,Activision,0.02,52.0,4,7.5,27,Blade Interactive,T,2000s,Other,1.6094379124341003,3.332204510175204
GBA,2002,Misc,Atari,0.02,55.0,15,8.0,5,Art,E,2000s,Other,2.772588722239781,1.791759469228055
DS,2007,Sports,Zoo Digital Publishing,0.02,62.0,7,7.5,27,Black Lantern Studios,E10+,2000s,Other,2.0794415416798357,3.332204510175204
PC,2009,Adventure,Rondomedia,0.02,67.0,15,5.7,54,GameCo,M,2000s,Other,2.772588722239781,4.007333185232471
GBA,2002,Sports,Konami Digital Entertainment,0.02,73.0,5,7.5,27,Konami,E,2000s,Other,1.791759469228055,3.332204510175204
GC,2002,Sports,Konami Digital Entertainment,0.02,59.0,8,7.5,27,KCEO,E,2000s,Other,2.1972245773362196,3.332204510175204
PS2,2004,Shooter,Play It,0.02,67.0,4,7.4,8,Alfa System,E,2000s,Other,1.6094379124341003,2.1972245773362196
PC,2008,Puzzle,PopCap Games,0.02,76.0,15,8.1,24,PopCap,E,2000s,Other,2.772588722239781,3.2188758248682006
XB,2003,Racing,Jaleco,0.02,24.0,7,2.8,17,Jaleco Entertainment,E,2000s,Other,2.0794415416798357,2.8903717578961645
PS2,2006,Sports,Sony Computer Entertainment,0.02,63.0,24,6.8,5,SCEA,E,2000s,Other,3.2188758248682006,1.791759469228055
XB,2006,Shooter,Eidos Interactive,0.02,71.0,37,8.5,11,Rebellion,T,2000s,Other,3.6375861597263857,2.4849066497880004
PC,2002,Simulation,Microsoft Game Studios,0.02,69.0,16,6.5,22,Microsoft Game Studios,E,2000s,Other,2.833213344056216,3.1354942159291497
PC,2006,Action,Eidos Interactive,0.02,82.0,31,7.9,244,Nixxes Software,T,2000s,Other,3.4657359027997265,5.501258210544727
PC,2009,Shooter,Evolved Games,0.02,39.0,11,3.1,61,Atomic Motion,T,2000s,Other,2.4849066497880004,4.127134385045092
PS2,2006,Adventure,10TACLE Studios,0.02,42.0,4,7.0,5,WideScreen Games,T,2000s,Other,1.6094379124341003,1.791759469228055
PC,2009,Strategy,Paradox Interactive,0.02,67.0,28,5.7,49,Nitro Games,T,2000s,Other,3.367295829986474,3.912023005428146
PSP,2006,Role-Playing,Idea Factory,0.02,62.0,20,6.5,11,"Neverland, Idea Factory",E10+,2000s,Other,3.044522437723423,2.4849066497880004
PS,2001,Fighting,Namco Bandai Games,0.02,64.0,5,8.8,71,Bandai,E,2000s,Other,1.791759469228055,4.276666119016055
DS,2007,Puzzle,Ignition Entertainment,0.02,70.0,26,7.5,27,"Yuke's, Yuke's Company of America",E,2000s,Other,3.295836866004329,3.332204510175204
GC,2003,Strategy,Jaleco,0.02,71.0,19,7.8,6,Jaleco Entertainment,T,2000s,Other,2.995732273553991,1.9459101490553132
XB,2006,Action,Capcom,0.02,42.0,29,4.0,4,Secret Level,M,2000s,Other,3.4011973816621555,1.6094379124341003
XB,2005,Racing,Wanadoo,0.02,45.0,10,7.5,4,Babylon Software,T,2000s,Other,2.3978952727983707,1.6094379124341003
PS4,2016,Sports,FuRyu Corporation,0.02,49.0,15,6.0,29,HB Studios Multimedia,T,2010s,Other,2.772588722239781,3.4011973816621555
PSP,2006,Racing,Codemasters,0.02,61.0,18,7.5,27,Supersonic Software,E,2000s,Other,2.9444389791664403,3.332204510175204
PC,2011,Strategy,Kalypso Media,0.02,72.0,6,5.6,16,Kalypso,M,2010s,Other,1.9459101490553132,2.833213344056216
XB,2003,Shooter,Atari,0.02,76.0,28,7.5,27,Lost Toys,T,2000s,Other,3.367295829986474,3.332204510175204
PC,2014,Role-Playing,Focus Home Interactive,0.02,87.0,59,8.7,2089,Larian Studios,M,2010s,Other,4.0943445622221,7.644919344958857
PS,2001,Action,Capcom,0.02,62.0,12,7.5,27,Capcom,E,2000s,Other,2.5649493574615367,3.332204510175204
XOne,2015,Adventure,Revolution Software,0.02,77.0,12,7.2,11,Revolution Software,T,2010s,Other,2.5649493574615367,2.4849066497880004
PC,2004,Shooter,Atari,0.02,93.0,48,8.9,537,Epic Games,M,2000s,Other,3.8918202981106265,6.2878585601617845
PSP,2007,Puzzle,D3Publisher,0.02,60.0,18,7.5,27,Metia Interactive,E,2000s,Other,2.9444389791664403,3.332204510175204
PC,2008,Role-Playing,Koch Media,0.02,76.0,30,7.6,61,Flying Lab Software,T,2000s,Other,3.4339872044851463,4.127134385045092
PC,2006,Action,Eidos Interactive,0.02,75.0,21,7.3,206,Avalanche Studios,M,2000s,Other,3.091042453358316,5.332718793265369
XB,2006,Shooter,Global Star,0.02,36.0,6,4.0,5,Team 17,T,2000s,Other,1.9459101490553132,1.791759469228055
PS3,2013,Sports,D3Publisher,0.02,38.0,5,7.5,27,Monkey Bar Games,E,2010s,Other,1.791759469228055,3.332204510175204
PC,2011,Shooter,Visco,0.02,51.0,8,7.6,47,ValuSoft,M,2010s,Other,2.1972245773362196,3.8712010109078907
PC,2010,Strategy,Kalypso Media,0.02,56.0,36,5.4,105,Akella,T,2010s,Other,3.6109179126442243,4.663439094112067
PC,1999,Adventure,Empire Interactive,0.02,91.0,26,8.9,439,Funcom,M,1990s,Other,3.295836866004329,6.0867747269123065
GBA,2002,Sports,Konami Digital Entertainment,0.02,66.0,9,7.5,27,Now Production,E,2000s,Other,2.302585092994046,3.332204510175204
PC,2008,Action,Ubisoft,0.02,52.0,22,6.0,38,Ubisoft Montreal,T,2000s,Other,3.1354942159291497,3.6635616461296463
XB,2003,Shooter,Vivendi Games,0.02,57.0,17,6.7,7,Rebellion,M,2000s,Other,2.8903717578961645,2.0794415416798357
PSP,2006,Shooter,Funsta,0.02,59.0,14,7.5,27,Squashy Software,E,2000s,Other,2.70805020110221,3.332204510175204
