Platform,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Decade,Franchise,Critic_Count_Log,User_Count_Log
X360,2008,Sports,Sega,67.0,45,6.8,18,Sumo Digital,E10+,2000s,Other,3.828641396489095,2.9444389791664403
PS4,2015,Adventure,Revolution Software,72.0,14,7.2,23,Revolution Software,T,2010s,Other,2.70805020110221,3.1780538303479458
PC,2000,Role-Playing,Eidos Interactive,90.0,28,9.3,1069,Ion Storm,M,2000s,Other,3.367295829986474,6.975413927455952
PS4,2015,Action,Sony Computer Entertainment,80.0,62,8.2,153,Bluepoint Games,T,2010s,Other,4.143134726391533,5.0369526024136295
Wii,2008,Simulation,505 Games,56.0,12,7.3,13,"Machatin, Inc.",E10+,2000s,Other,2.5649493574615367,2.639057329615259
PSP,2008,Sports,Konami Digital Entertainment,80.0,17,6.8,11,Konami,E,2000s,Other,2.8903717578961645,2.4849066497880004
Wii,2006,Puzzle,Nintendo,69.0,39,8.7,21,Hudson,E,2000s,Other,3.688879454113936,3.091042453358316
X360,2009,Shooter,Rising Star Games,76.0,29,8.4,47,Cave,T,2000s,Other,3.4011973816621555,3.8712010109078903
Wii,2009,Sports,Sega,45.0,10,7.5,27,Tabot,E10+,2000s,Other,2.3978952727983707,3.332204510175204
PS2,2004,Action,THQ,62.0,36,7.6,22,Heavy Iron Studios,T,2000s,Other,3.610917912644224,3.1354942159291497
X360,2012,Racing,Namco Bandai Games,71.0,59,7.7,56,Bugbear,T,2010s,Other,4.0943445622221,4.04305126783455
PS4,2015,Action,Sony Computer Entertainment,86.0,78,8.1,1264,Bluepoint Games,T,2010s,Other,4.3694478524670215,7.142827401161621
DS,2005,Puzzle,Nintendo,77.0,37,7.1,19,Nintendo,E,2000s,Other,3.6375861597263857,2.995732273553991
PS2,2002,Action,Konami Digital Entertainment,87.0,17,9.0,126,KCEJ,M,2000s,Other,2.8903717578961645,4.844187086458591
DS,2009,Misc,Activision,65.0,18,7.0,4,Vicarious Visions,E10+,2000s,Other,2.9444389791664403,1.6094379124341005
PS3,2009,Sports,Konami Digital Entertainment,78.0,42,6.7,76,Konami,E,2000s,Other,3.7612001156935615,4.343805421853684
XB,2005,Action,THQ,63.0,12,7.5,27,Heavy Iron Studios,E10+,2000s,Other,2.5649493574615367,3.332204510175204
PS2,2003,Adventure,Atari,69.0,25,8.9,28,Eden Studios,T,2000s,Other,3.258096538021482,3.367295829986474
PS2,2001,Action,Eidos Interactive,71.0,20,7.8,8,Core Design Ltd.,T,2000s,Other,3.044522437723423,2.19722457733622
GC,2004,Fighting,THQ,79.0,47,9.1,81,Yuke's,T,2000s,Other,3.8712010109078903,4.406719247264253
PSP,2008,Fighting,Square Enix,79.0,61,8.0,139,Square Enix,T,2000s,Final Fantasy,4.127134385045092,4.941642422609304
3DS,2014,Misc,Square Enix,83.0,52,8.2,66,Indies Zero,T,2010s,Final Fantasy,3.970291913552122,4.204692619390966
PC,2007,Strategy,Vivendi Games,50.0,40,2.8,53,Mad Doc Software,T,2000s,Other,3.713572066704308,3.9889840465642745
PS,1999,Racing,Sony Computer Entertainment,88.0,20,9.0,233,Naughty Dog,E,1990s,Other,3.044522437723423,5.455321115357702
GC,2005,Role-Playing,Nintendo,64.0,27,8.3,74,Genius Sonority Inc.,E,2000s,Pokemon,3.332204510175204,4.31748811353631
GBA,2001,Action,Majesco Entertainment,64.0,15,7.5,27,Pipe Dream Interactive,E,2000s,Other,2.772588722239781,3.332204510175204
X360,2009,Role-Playing,Deep Silver,60.0,37,6.4,77,Piranha Bytes,M,2000s,Other,3.6375861597263857,4.356708826689592
PC,2002,Action,Microids,82.0,26,8.5,235,Microids,T,2000s,Other,3.295836866004329,5.4638318050256105
Wii,2010,Sports,Namco Bandai Games,60.0,9,7.6,5,Namco Bandai Games,E,2010s,Other,2.302585092994046,1.791759469228055
PS,1999,Role-Playing,Enix Corporation,81.0,8,8.8,37,Tri-Ace,T,1990s,Other,2.19722457733622,3.6375861597263857
PS3,2008,Fighting,Atari,71.0,32,7.2,51,"Dimps Corporation, Namco Bandai Games",T,2000s,Other,3.49650756146648,3.951243718581428
PS2,2003,Shooter,Electronic Arts,81.0,26,8.4,57,Io Interactive,T,2000s,Other,3.295836866004329,4.060443010546419
GBA,2003,Action,Tomy Corporation,60.0,12,7.1,9,Aspect,E10+,2000s,Other,2.5649493574615367,2.302585092994046
PSP,2008,Role-Playing,Nippon Ichi Software,41.0,19,5.3,37,Gust,E10+,2000s,Other,2.995732273553991,3.6375861597263857
Wii,2007,Role-Playing,Sega,48.0,24,7.1,23,Totally Games,T,2000s,Other,3.218875824868201,3.1780538303479458
PS3,2012,Role-Playing,Electronic Arts,81.0,34,7.6,376,Big Huge Games,M,2010s,Other,3.555348061489413,5.932245187448011
GBA,2002,Shooter,Zoo Digital Publishing,46.0,5,1.7,11,Rebellion,T,2000s,Other,1.791759469228055,2.4849066497880004
GBA,2002,Fighting,THQ,73.0,10,7.5,6,Natsume,E,2000s,Other,2.3978952727983707,1.9459101490553128
PSP,2011,Action,LucasArts,63.0,4,7.5,27,Traveller's Tales,E10+,2010s,Other,1.6094379124341005,3.332204510175204
PS3,2007,Action,Tecmo Koei,60.0,29,6.9,16,"Koei, Omega Force",T,2000s,Other,3.4011973816621555,2.833213344056216
PS4,2014,Action,Warner Bros. Interactive Entertainment,73.0,43,7.1,75,TT Games,E10+,2010s,Other,3.784189633918261,4.330733340286331
PC,2015,Strategy,Focus Home Interactive,71.0,37,7.1,93,Eugen Systems,Unknown,2010s,Other,3.6375861597263857,4.543294782270004
WiiU,2012,Action,Warner Bros. Interactive Entertainment,24.0,8,3.5,21,"Phosphor Games Studio, LLC",E,2010s,Other,2.19722457733622,3.091042453358316
GBA,2006,Adventure,Disney Interactive Studios,70.0,8,5.6,5,Amaze Entertainment,E10+,2000s,Other,2.19722457733622,1.791759469228055
XB,2004,Shooter,Atari,64.0,27,5.3,20,Tantalus Interactive,M,2000s,Other,3.332204510175204,3.044522437723423
GC,2005,Action,Ubisoft,81.0,30,8.3,8,Ubisoft Montpellier,T,2000s,Other,3.4339872044851463,2.19722457733622
GC,2007,Sports,Electronic Arts,75.0,4,7.0,7,EA Tiburon,E,2000s,Madden,1.6094379124341005,2.079441541679836
X360,2010,Sports,Electronic Arts,80.0,65,8.0,127,EA Black Box,T,2010s,Other,4.189654742026425,4.852030263919617
PC,2003,Racing,Electronic Arts,82.0,24,8.3,307,Black Box,E,2000s,Other,3.218875824868201,5.730099782973575
X360,2009,Sports,Take-Two Interactive,82.0,46,7.6,34,Visual Concepts,E,2000s,Other,3.8501476017100575,3.555348061489413
X360,2013,Action,Capcom,70.0,42,7.5,267,DONTNOD Entertainment,M,2010s,Other,3.7612001156935615,5.5909869805108565
PS2,2001,Shooter,Namco Bandai Games,81.0,21,7.9,20,Namco,T,2000s,Other,3.091042453358316,3.044522437723423
PS3,2013,Shooter,Electronic Arts,58.0,27,6.7,100,Visceral Games,M,2010s,Other,3.332204510175204,4.61512051684126
PS3,2007,Misc,Activision,75.0,6,7.5,27,Left Field Productions,T,2000s,Other,1.9459101490553128,3.332204510175204
PC,2008,Puzzle,PopCap Games,76.0,15,8.1,24,PopCap,E,2000s,Other,2.772588722239781,3.218875824868201
XOne,2014,Sports,Microsoft Game Studios,60.0,53,5.1,144,Microsoft Game Studios,E10+,2010s,Other,3.9889840465642745,4.976733742420574
Wii,2008,Action,SouthPeak Games,72.0,37,8.7,33,Red Fly Studio,E10+,2000s,Other,3.6375861597263857,3.5263605246161616
DS,2008,Action,Eidos Interactive,70.0,9,8.4,10,Santa Cruz Games,T,2000s,Other,2.302585092994046,2.3978952727983707
XOne,2013,Strategy,Activision,53.0,4,6.9,63,Exient Entertainment,E,2010s,Other,1.6094379124341005,4.158883083359672
PC,2006,Simulation,Ubisoft,71.0,33,7.2,54,Ascaron Entertainment GmbH,T,2000s,Other,3.5263605246161616,4.007333185232471
PS2,2002,Racing,Codemasters,81.0,22,8.5,20,Codemasters,T,2000s,Other,3.1354942159291497,3.044522437723423
DS,2007,Shooter,Ubisoft,72.0,27,8.0,25,Gameloft,T,2000s,Other,3.332204510175204,3.258096538021482
PS4,2015,Fighting,Marvelous Interactive,70.0,33,6.9,28,"Examu, Marvelous Inc.",T,2010s,Other,3.5263605246161616,3.367295829986474
DS,2005,Simulation,Nintendo,86.0,57,8.7,242,Nintendo,E,2000s,Other,4.060443010546419,5.493061443340548
PS2,2001,Sports,Konami Digital Entertainment,44.0,10,7.5,27,Kush Games,E,2000s,Other,2.3978952727983707,3.332204510175204
3DS,2011,Action,Konami Digital Entertainment,54.0,11,5.5,8,Alpha Unit,E,2010s,Other,2.4849066497880004,2.19722457733622
Wii,2010,Misc,Ubisoft,48.0,6,3.3,4,Longtail Studios,E10+,2010s,Other,1.9459101490553128,1.6094379124341005
PSP,2007,Racing,Sega,64.0,25,7.1,18,Sega,E10+,2000s,Other,3.258096538021482,2.9444389791664403
XOne,2015,Sports,Electronic Arts,60.0,17,5.6,62,EA Sports,E,2010s,Other,2.8903717578961645,4.143134726391533
GC,2003,Fighting,Tomy Corporation,72.0,21,8.1,20,Tomy Corporation,T,2000s,Other,3.091042453358316,3.044522437723423
Wii,2007,Misc,Rising Star Games,57.0,23,8.0,10,Racjin,E,2000s,Other,3.1780538303479458,2.3978952727983707
PS2,2007,Fighting,Unknown,77.0,9,8.3,16,Arc System Works,T,2000s,Other,2.302585092994046,2.833213344056216
PS4,2016,Shooter,Tripwire Interactive,76.0,39,8.0,57,Tripwire Interactive,M,2010s,Other,3.688879454113936,4.060443010546419
PS2,2005,Role-Playing,Namco Bandai Games,65.0,27,8.6,15,Bandai,E10+,2000s,Other,3.332204510175204,2.772588722239781
DS,2005,Misc,Nintendo,71.0,49,7.0,37,Indies Zero,E,2000s,Other,3.912023005428146,3.6375861597263857
PSV,2016,Role-Playing,Idea Factory International,73.0,16,8.4,12,Compile Heart,T,2010s,Other,2.833213344056216,2.5649493574615367
PS2,2005,Simulation,Electronic Arts,75.0,31,4.4,166,Maxis,T,2000s,Other,3.4657359027997265,5.117993812416755
PS2,2005,Simulation,505 Games,59.0,16,8.9,14,From Software,T,2000s,Other,2.833213344056216,2.70805020110221
XB,2005,Shooter,Activision,88.0,71,7.4,116,Vicarious Visions,M,2000s,Other,4.276666119016055,4.762173934797756
PSP,2009,Fighting,Namco Bandai Games,28.0,16,0.9,50,Dimps Corporation,T,2000s,Other,2.833213344056216,3.9318256327243257
PS,2001,Sports,Sony Computer Entertainment,53.0,10,7.5,27,989 Sports,E,2000s,Other,2.3978952727983707,3.332204510175204
X360,2011,Shooter,Codemasters,53.0,61,4.7,73,Guildford Studio,M,2010s,Other,4.127134385045092,4.304065093204169
PS2,2001,Action,Konami Digital Entertainment,89.0,34,8.9,557,KCET,M,2000s,Other,3.555348061489413,6.324358962381311
GBA,2003,Action,Electronic Arts,77.0,13,8.2,11,Griptonite Games,T,2000s,Other,2.639057329615259,2.4849066497880004
DS,2006,Action,THQ,66.0,5,7.5,27,Altron,E,2000s,Other,1.791759469228055,3.332204510175204
PS3,2011,Action,Sony Computer Entertainment,92.0,97,8.3,3712,Naughty Dog,T,2010s,Other,4.584967478670572,8.21959545417708
X360,2007,Simulation,Konami Digital Entertainment,74.0,26,8.8,5,Konami,E10+,2000s,Other,3.295836866004329,1.791759469228055
PS3,2013,Action,Konami Digital Entertainment,80.0,61,7.9,746,PlatinumGames,M,2010s,Other,4.127134385045092,6.616065185132817
PSP,2008,Misc,System 3 Arcade Software,78.0,4,7.5,27,Farsight Studios,E10+,2000s,Other,1.6094379124341005,3.332204510175204
X360,2008,Racing,Capcom,68.0,20,5.6,12,Milestone S.r.l,E,2000s,Other,3.044522437723423,2.5649493574615367
XB,2005,Action,Konami Digital Entertainment,74.0,26,7.0,13,Konami,M,2000s,Other,3.295836866004329,2.639057329615259
PS2,2006,Misc,RedOctane,92.0,69,8.5,112,Harmonix Music Systems,T,2000s,Other,4.248495242049359,4.727387818712341
Wii,2007,Fighting,Midway Games,71.0,29,8.4,33,JGI Entertainment,M,2000s,Other,3.4011973816621555,3.5263605246161616
GBA,2003,Action,THQ,39.0,13,5.8,11,Pocket Studios,E,2000s,Other,2.639057329615259,2.4849066497880004
GBA,2001,Action,Activision,54.0,4,7.5,27,Digital Eclipse,E,2000s,Other,1.6094379124341005,3.332204510175204
DS,2008,Role-Playing,Square Enix,84.0,46,8.5,57,ArtePiazza,E10+,2000s,Other,3.8501476017100575,4.060443010546419
PSP,2006,Misc,Konami Digital Entertainment,78.0,22,7.2,21,Kojima Productions,M,2000s,Other,3.1354942159291497,3.091042453358316
DS,2010,Action,Ubisoft,57.0,7,6.3,6,Ubisoft Casablanca,E10+,2010s,Other,2.079441541679836,1.9459101490553128
PC,2006,Simulation,Electronic Arts,78.0,29,8.6,35,Maxis,T,2000s,Other,3.4011973816621555,3.58351893845611
XOne,2015,Adventure,Revolution Software,77.0,12,7.2,11,Revolution Software,T,2010s,Other,2.5649493574615367,2.4849066497880004
PC,2002,Strategy,Vivendi Games,92.0,40,9.1,1023,Blizzard Entertainment,T,2000s,Other,3.713572066704308,6.931471805599453
X360,2008,Sports,Electronic Arts,83.0,50,7.0,125,EA Tiburon,E,2000s,Madden,3.9318256327243257,4.836281906951478
PS3,2009,Fighting,THQ,70.0,43,6.5,19,Yuke's,T,2000s,Other,3.784189633918261,2.995732273553991
PSP,2007,Action,Ubisoft,37.0,7,4.1,12,Ubisoft Montreal,E10+,2000s,Other,2.079441541679836,2.5649493574615367
PC,2009,Role-Playing,DTP Entertainment,61.0,17,6.8,51,Deck 13,T,2000s,Other,2.8903717578961645,3.951243718581428
X360,2012,Adventure,Focus Home Interactive,64.0,24,7.6,30,Frogwares,M,2010s,Other,3.218875824868201,3.4339872044851463
GBA,2001,Shooter,THQ,53.0,15,7.5,27,Shin'en,E,2000s,Other,2.772588722239781,3.332204510175204
PSP,2011,Fighting,Square Enix,78.0,52,8.3,144,Square Enix,T,2010s,Final Fantasy,3.970291913552122,4.976733742420574
PS2,2005,Role-Playing,505 Games,74.0,35,8.2,17,Irem,T,2000s,Other,3.58351893845611,2.8903717578961645
XB,2001,Racing,Electronic Arts,83.0,11,5.5,8,EA Sports,E,2000s,Other,2.4849066497880004,2.19722457733622
DS,2007,Action,Ubisoft,39.0,6,5.6,7,Blue Byte,E,2000s,Other,1.9459101490553128,2.079441541679836
PS2,2005,Action,Midway Games,77.0,41,8.6,74,Midway Studios - Los Angeles,M,2000s,Other,3.737669618283368,4.31748811353631
PS,1998,Role-Playing,Konami Digital Entertainment,82.0,8,8.4,162,Konami,T,1990s,Other,2.19722457733622,5.093750200806762
X360,2012,Action,Electronic Arts,90.0,48,6.1,403,Electronic Arts,E,2010s,FIFA,3.8918202981106265,6.001414877961151
GC,2002,Puzzle,Acclaim Entertainment,67.0,15,6.1,7,PuzzleKings,E,2000s,Other,2.772588722239781,2.079441541679836
PS3,2012,Sports,Electronic Arts,75.0,14,5.7,9,Electronic Arts,E,2010s,Other,2.70805020110221,2.302585092994046
XB,2005,Action,Midway Games,76.0,36,9.1,8,Surreal Software,M,2000s,Other,3.610917912644224,2.19722457733622
PS3,2011,Platform,Sega,76.0,38,8.2,253,Sega,E,2010s,Other,3.6635616461296463,5.537334267018537
PC,2011,Strategy,Unknown,47.0,29,3.0,350,FireFly Studios,T,2010s,Other,3.4011973816621555,5.860786223465865
PC,2012,Role-Playing,Deep Silver,69.0,51,5.6,751,Piranha Bytes,M,2010s,Other,3.951243718581428,6.62273632394984
PSV,2014,Role-Playing,Ubisoft,83.0,14,7.8,108,Ubisoft Montreal,E10+,2010s,Other,2.70805020110221,4.691347882229144
Wii,2010,Action,Majesco Entertainment,60.0,5,7.5,27,Boomzap,E10+,2010s,Other,1.791759469228055,3.332204510175204
PC,2003,Simulation,Ubisoft,86.0,12,8.6,38,"1C, 1C Company",T,2000s,Other,2.5649493574615367,3.6635616461296463
PS,2000,Sports,THQ,70.0,9,7.5,27,Radical Entertainment,Unknown,2000s,Other,2.302585092994046,3.332204510175204
PSP,2009,Role-Playing,Atlus,68.0,13,7.3,21,Sting,T,2000s,Other,2.639057329615259,3.091042453358316
PS2,2003,Racing,Vivendi Games,69.0,24,7.7,59,Vicarious Visions,E,2000s,Other,3.218875824868201,4.0943445622221
PSP,2007,Racing,Atari,80.0,18,7.3,29,Melbourne House,E10+,2000s,Other,2.9444389791664403,3.4011973816621555
PSV,2011,Platform,Sony Computer Entertainment,57.0,62,5.5,53,Bigbig Studios,E10+,2010s,Other,4.143134726391533,3.9889840465642745
Wii,2010,Adventure,Hudson Soft,60.0,8,7.5,27,Hudson Entertainment,E,2010s,Other,2.19722457733622,3.332204510175204
PS3,2010,Action,Take-Two Interactive,89.0,46,7.6,105,Visual Concepts,E,2010s,Other,3.8501476017100575,4.663439094112067
X360,2009,Action,Activision,78.0,83,7.8,356,Radical Entertainment,M,2000s,Other,4.430816798843313,5.877735781779639
X360,2012,Fighting,Ubisoft Annecy,76.0,39,7.9,95,Team Ninja,M,2010s,Other,3.688879454113936,4.564348191467836
PSP,2008,Role-Playing,Sega,78.0,20,7.5,30,"IronNos Co.,Ltd.",T,2000s,Other,3.044522437723423,3.4339872044851463
PS2,2001,Sports,Sony Computer Entertainment,57.0,11,4.0,4,989 Sports,E,2000s,Other,2.4849066497880004,1.6094379124341005
PS2,2007,Action,Empire Interactive,58.0,24,6.6,14,Sidhe Interactive,M,2000s,Other,3.218875824868201,2.70805020110221
PS2,2005,Action,Electronic Arts,68.0,29,6.7,48,Electronic Arts,E10+,2000s,Other,3.4011973816621555,3.8918202981106265
XOne,2014,Shooter,Electronic Arts,86.0,68,6.4,2658,Respawn Entertainment,M,2010s,Other,4.23410650459726,7.88570539124302
DS,2006,Strategy,Namco Bandai Games,59.0,8,7.1,11,Big Blue Bubble Inc.,E10+,2000s,Other,2.19722457733622,2.4849066497880004
GBA,2001,Sports,Activision,71.0,11,7.5,27,HotGen,E,2000s,Other,2.4849066497880004,3.332204510175204
XB,2003,Sports,Jaleco,67.0,11,7.5,27,Blade Interactive,E,2000s,Other,2.4849066497880004,3.332204510175204
PSP,2006,Racing,Sega,64.0,25,7.8,38,Backbone Entertainment,E,2000s,Other,3.258096538021482,3.6635616461296463
GBA,2002,Action,Nintendo,92.0,44,9.1,200,Nintendo,E,2000s,Other,3.80666248977032,5.303304908059076
PS2,2004,Misc,Sony Computer Entertainment,78.0,30,7.0,9,SCEE,E10+,2000s,Other,3.4339872044851463,2.302585092994046
PS2,2003,Action,Konami Digital Entertainment,59.0,29,8.7,31,KCE Studios,E,2000s,Other,3.4011973816621555,3.4657359027997265
PS3,2009,Action,Atari,65.0,52,6.1,27,"Namco Bandai Games America, Namco Bandai Games",M,2000s,Other,3.970291913552122,3.332204510175204
PS3,2010,Sports,Crave Entertainment,48.0,8,7.5,27,Crave,E10+,2010s,Other,2.19722457733622,3.332204510175204
GC,2002,Sports,Midway Games,82.0,12,8.4,5,Midway,E,2000s,Other,2.5649493574615367,1.791759469228055
PS2,2003,Strategy,Sega,70.0,31,7.8,22,Team 17,T,2000s,Other,3.4657359027997265,3.1354942159291497
X360,2011,Action,Sega,38.0,40,5.7,22,Liquid Entertainment,T,2010s,Other,3.713572066704308,3.1354942159291497
XB,2003,Action,Electronic Arts,84.0,31,9.1,31,EA Games,T,2000s,Other,3.4657359027997265,3.4657359027997265
3DS,2016,Action,Nintendo,64.0,56,5.1,219,"Next Level Games, Nintendo",T,2010s,Other,4.04305126783455,5.393627546352361
PS3,2009,Action,Sony Computer Entertainment,96.0,105,8.8,5187,Naughty Dog,T,2000s,Other,4.663439094112067,8.554103545436334
PS4,2016,Racing,Namco Bandai Games,75.0,19,8.0,50,"Milestone, Milestone S.r.l",E,2010s,Other,2.995732273553991,3.9318256327243257
PSP,2006,Sports,Electronic Arts,68.0,13,7.5,27,EA Tiburon,E,2000s,Other,2.639057329615259,3.332204510175204
PS,1998,Platform,Sony Computer Entertainment,91.0,12,8.9,432,Naughty Dog,E,1990s,Other,2.5649493574615367,6.07073772800249
Wii,2008,Simulation,Destineer,42.0,4,7.5,27,Black Lantern Studios,E10+,2000s,Other,1.6094379124341005,3.332204510175204
X360,2010,Action,Capcom,79.0,76,6.9,216,Blue Castle Games,M,2010s,Other,4.343805421853684,5.37989735354046
PSV,2016,Misc,Sega,83.0,5,8.0,22,Sega,T,2010s,Other,1.791759469228055,3.1354942159291497
XB,2005,Action,Atari,73.0,39,7.3,20,Shiny Entertainment,T,2000s,Other,3.688879454113936,3.044522437723423
WiiU,2016,Action,Nintendo,81.0,46,8.5,151,Shin'en,E,2010s,Other,3.8501476017100575,5.0238805208462765
GC,2005,Platform,Disney Interactive Studios,67.0,12,7.5,27,Avalanche Software,E10+,2000s,Other,2.5649493574615367,3.332204510175204
Wii,2008,Adventure,Disney Interactive Studios,50.0,4,5.8,5,Avalanche Software,E10+,2000s,Other,1.6094379124341005,1.791759469228055
DS,2006,Platform,Activision,71.0,17,6.4,9,Vicarious Visions,E,2000s,Other,2.8903717578961645,2.302585092994046
3DS,2015,Strategy,Nintendo,69.0,69,7.7,125,Intelligent Systems,T,2010s,Other,4.248495242049359,4.836281906951478
X360,2005,Action,Sega,81.0,72,8.2,146,Monolith Productions,M,2000s,Other,4.290459441148391,4.990432586778736
PS3,2010,Shooter,Electronic Arts,75.0,56,7.5,286,"EA DICE, Danger Close",M,2010s,Other,4.04305126783455,5.659482215759621
XB,2005,Misc,Crave Entertainment,71.0,9,7.5,27,Crave,T,2000s,Other,2.302585092994046,3.332204510175204
PSV,2015,Action,Namco Bandai Games,57.0,25,7.3,15,Bandai Namco Games,E10+,2010s,Other,3.258096538021482,2.772588722239781
GC,2003,Sports,Electronic Arts,85.0,18,8.4,7,EA Sports,E,2000s,Other,2.9444389791664403,2.079441541679836
PSP,2005,Simulation,Electronic Arts,65.0,17,6.9,32,Maxis,T,2000s,Other,2.8903717578961645,3.49650756146648
PS2,2003,Fighting,Atari,66.0,28,8.2,92,Dimps Corporation,T,2000s,Other,3.367295829986474,4.532599493153256
PSP,2010,Sports,Electronic Arts,68.0,6,5.4,9,EA Sports,E,2010s,FIFA,1.9459101490553128,2.302585092994046
X360,2012,Sports,Take-Two Interactive,88.0,41,7.2,131,Visual Concepts,E,2010s,Other,3.737669618283368,4.882801922586371
PS2,2006,Sports,Electronic Arts,84.0,29,8.2,39,EA Sports,E,2000s,Madden,3.4011973816621555,3.688879454113936
WiiU,2013,Action,Nintendo,78.0,75,8.5,495,PlatinumGames,T,2010s,Other,4.330733340286331,6.206575926724928
X360,2007,Role-Playing,Success,46.0,22,7.0,21,Success,M,2000s,Other,3.1354942159291497,3.091042453358316
PS4,2015,Sports,Take-Two Interactive,73.0,47,7.4,237,Yuke's,T,2010s,Other,3.8712010109078903,5.472270673671475
XB,2004,Racing,Codemasters,84.0,33,8.1,19,Codemasters,E,2000s,Other,3.5263605246161616,2.995732273553991
PC,2012,Shooter,Ubisoft,71.0,13,4.9,368,Ubisoft Paris,M,2010s,Other,2.639057329615259,5.910796644040527
XB,2005,Shooter,Take-Two Interactive,69.0,46,7.8,10,Destineer,T,2000s,Other,3.8501476017100575,2.3978952727983707
PS2,2003,Strategy,Tecmo Koei,74.0,17,8.9,10,Koei,E,2000s,Other,2.8903717578961645,2.3978952727983707
GC,2003,Action,THQ,62.0,11,5.5,8,Traveller's Tales,E,2000s,Other,2.4849066497880004,2.19722457733622
PS4,2016,Shooter,Take-Two Interactive,68.0,55,6.8,402,Gearbox Software,T,2010s,Other,4.02535169073515,5.998936561946683
DS,2010,Platform,Sega,79.0,26,7.9,66,Dimps Corporation,E,2010s,Other,3.295836866004329,4.204692619390966
GBA,2002,Sports,Ubisoft,44.0,8,7.5,27,Virtucraft,E,2000s,Other,2.19722457733622,3.332204510175204
DS,2005,Puzzle,Ubisoft,75.0,30,7.0,12,Racjin,E,2000s,Other,3.4339872044851463,2.5649493574615367
