Year_of_Release,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Franchise,Critic_Count_Log,User_Count_Log,Genre_Action,Genre_Adventure,Genre_Fighting,Genre_Misc,Genre_Platform,Genre_Puzzle,Genre_Racing,Genre_Role-Playing,Genre_Shooter,Genre_Simulation,Genre_Sports,Genre_Strategy,Platform_3DS,Platform_DC,Platform_DS,Platform_GBA,Platform_GC,Platform_PC,Platform_PS,Platform_PS2,Platform_PS3,Platform_PS4,Platform_PSP,Platform_PSV,Platform_Wii,Platform_WiiU,Platform_X360,Platform_XB,Platform_XOne,Rating_E,Rating_E10+,Rating_K-A,Rating_M,Rating_RP,Rating_T,Rating_Unknown,Decade_1990s,Decade_2000s,Decade_2010s
2009,288,43.0,41,3.9,70,488,6,3.737669618283368,4.262679877041316,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2012,166,68.0,31,5.1,15,100,6,3.4657359027997265,2.772588722239781,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
2008,231,83.0,14,8.4,12,1078,6,2.70805020110221,2.5649493574615367,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2005,153,33.0,7,7.5,27,1138,6,2.079441541679836,3.332204510175204,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2003,68,47.0,7,7.5,27,1399,6,2.079441541679836,3.332204510175204,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2002,8,68.0,25,6.7,9,37,6,3.258096538021482,2.302585092994046,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2005,273,61.0,43,4.1,9,310,6,3.784189633918261,2.302585092994046,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2014,228,75.0,7,8.5,28,1110,6,2.079441541679836,3.367295829986474,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2004,26,75.0,21,8.4,7,807,6,3.091042453358316,2.079441541679836,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2005,68,90.0,35,8.6,115,1361,6,3.58351893845611,4.7535901911063645,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2013,153,73.0,5,6.2,40,1431,6,1.791759469228055,3.713572066704308,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
2008,273,85.0,62,7.9,157,834,6,4.143134726391533,5.062595033026967,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2011,218,77.0,26,8.2,76,1093,6,3.295836866004329,4.343805421853684,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2004,25,66.0,10,7.5,27,811,6,2.3978952727983707,3.332204510175204,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2012,261,74.0,34,7.7,109,1258,6,3.555348061489413,4.700480365792417,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2011,276,66.0,19,7.2,39,603,6,2.995732273553991,3.688879454113936,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2004,67,46.0,23,4.7,10,935,6,3.1780538303479458,2.3978952727983707,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2011,273,49.0,33,4.8,28,1325,6,3.5263605246161616,3.367295829986474,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2016,180,72.0,4,6.2,14,806,6,1.6094379124341005,2.70805020110221,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2016,180,62.0,4,7.8,10,1171,6,1.6094379124341005,2.3978952727983707,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2012,117,67.0,23,6.5,55,1349,6,3.1780538303479458,4.02535169073515,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2014,288,71.0,31,7.1,98,1237,6,3.4657359027997265,4.59511985013459,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2011,273,61.0,39,6.6,48,1330,6,3.688879454113936,3.8918202981106265,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2012,288,54.0,8,5.6,35,1237,6,2.19722457733622,3.58351893845611,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2005,99,35.0,21,4.1,28,567,6,3.091042453358316,3.367295829986474,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015,68,82.0,42,4.3,896,386,1,3.7612001156935615,6.799055862058796,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2011,62,47.0,5,7.5,27,56,6,1.791759469228055,3.332204510175204,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2006,168,46.0,11,6.7,16,91,6,2.4849066497880004,2.833213344056216,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2010,11,70.0,26,6.4,31,491,6,3.295836866004329,3.4657359027997265,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2011,41,84.0,56,7.3,147,230,6,4.04305126783455,4.997212273764115,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2010,11,62.0,66,7.1,63,169,6,4.204692619390966,4.158883083359672,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2004,228,61.0,14,6.5,11,860,6,2.70805020110221,2.4849066497880004,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2002,11,78.0,22,5.2,5,1108,6,3.1354942159291497,1.791759469228055,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2003,68,66.0,6,8.1,9,652,6,1.9459101490553128,2.302585092994046,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2005,140,94.0,53,9.3,439,101,6,3.9889840465642745,6.0867747269123065,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2004,228,67.0,15,8.0,6,1254,6,2.772588722239781,1.9459101490553128,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2005,41,75.0,52,8.3,62,230,6,3.970291913552122,4.143134726391533,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2014,261,76.0,31,8.1,74,903,6,3.4657359027997265,4.31748811353631,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2008,185,63.0,43,4.6,116,872,6,3.784189633918261,4.762173934797756,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2000,168,70.0,6,7.5,27,797,6,1.9459101490553128,3.332204510175204,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2005,273,74.0,39,6.6,28,1028,6,3.688879454113936,3.367295829986474,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007,255,67.0,4,6.8,6,204,6,1.6094379124341005,1.9459101490553128,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2005,68,68.0,15,6.0,6,757,6,2.772588722239781,1.9459101490553128,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2011,273,47.0,4,5.3,6,1325,6,1.6094379124341005,1.9459101490553128,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2005,132,57.0,7,7.5,27,1253,6,2.079441541679836,3.332204510175204,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2001,29,68.0,10,7.5,27,290,6,2.3978952727983707,3.332204510175204,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2005,41,80.0,12,9.2,5,114,6,2.5649493574615367,1.791759469228055,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
2002,69,35.0,4,8.7,10,1217,6,1.6094379124341005,2.3978952727983707,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
2002,261,77.0,17,8.6,16,1262,6,2.8903717578961645,2.833213344056216,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2001,68,90.0,18,8.7,24,386,6,2.9444389791664403,3.218875824868201,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2008,235,80.0,40,8.3,21,1367,6,3.713572066704308,3.091042453358316,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2009,199,72.0,31,7.3,129,3,6,3.4657359027997265,4.867534450455582,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2008,67,78.0,33,8.0,22,780,6,3.5263605246161616,3.1354942159291497,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2011,255,63.0,43,7.2,24,1231,6,3.784189633918261,3.218875824868201,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
2013,239,69.0,21,6.6,222,1178,2,3.091042453358316,5.407171771460119,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2002,68,66.0,9,7.5,27,1381,6,2.302585092994046,3.332204510175204,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2013,273,82.0,58,7.5,383,1344,6,4.07753744390572,5.950642552587727,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2008,218,69.0,14,8.8,17,764,6,2.70805020110221,2.8903717578961645,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2010,78,73.0,13,6.4,75,306,6,2.639057329615259,4.330733340286331,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2005,68,87.0,25,8.6,47,386,6,3.258096538021482,3.8712010109078903,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2004,228,54.0,29,6.9,7,1155,6,3.4011973816621555,2.079441541679836,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2004,185,60.0,23,6.6,5,95,6,3.1780538303479458,1.791759469228055,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2002,137,64.0,8,7.5,27,682,6,2.19722457733622,3.332204510175204,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015,31,88.0,39,6.2,1749,146,6,3.688879454113936,7.467371066917559,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
2005,68,88.0,36,8.4,16,368,6,3.610917912644224,2.833213344056216,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2006,68,65.0,17,8.5,10,390,6,2.8903717578961645,2.3978952727983707,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
2005,68,68.0,26,5.8,10,408,6,3.295836866004329,2.3978952727983707,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
2001,140,78.0,17,7.5,27,816,6,2.8903717578961645,3.332204510175204,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2008,258,94.0,51,8.7,881,343,6,3.951243718581428,6.782192056006791,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1998,283,93.0,12,8.5,46,230,6,2.5649493574615367,3.8501476017100575,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2005,41,74.0,57,8.5,64,528,6,4.060443010546419,4.174387269895637,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2010,68,88.0,73,7.0,206,297,6,4.304065093204169,5.332718793265369,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2006,41,72.0,49,7.7,18,1234,6,3.912023005428146,2.9444389791664403,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2008,68,83.0,70,7.7,263,374,6,4.262679877041316,5.575949103146316,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2007,149,72.0,7,0.6,24,473,6,2.079441541679836,3.218875824868201,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2013,41,80.0,19,7.5,146,230,6,2.995732273553991,4.990432586778736,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2010,68,69.0,11,7.4,9,408,1,2.4849066497880004,2.302585092994046,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2009,90,52.0,4,7.5,27,497,6,1.6094379124341005,3.332204510175204,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2008,273,71.0,5,7.5,27,1062,6,1.791759469228055,3.332204510175204,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2012,41,74.0,27,8.8,158,233,6,3.332204510175204,5.068904202220232,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2003,228,57.0,27,7.9,139,1155,6,3.332204510175204,4.941642422609304,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2004,228,86.0,18,8.3,11,1380,6,2.9444389791664403,2.4849066497880004,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
2008,25,47.0,10,5.4,24,587,6,2.3978952727983707,3.218875824868201,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2011,228,60.0,48,6.4,37,862,6,3.8918202981106265,3.6375861597263857,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2002,68,77.0,8,8.4,93,687,6,2.19722457733622,4.543294782270004,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015,185,43.0,54,6.5,283,1358,6,4.007333185232471,5.648974238161206,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2008,68,49.0,26,6.0,11,1103,6,3.295836866004329,2.4849066497880004,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2012,41,79.0,25,7.5,66,230,6,3.258096538021482,4.204692619390966,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2012,41,52.0,36,4.9,222,1139,6,3.610917912644224,5.407171771460119,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2002,149,65.0,32,8.3,33,737,6,3.49650756146648,3.5263605246161616,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2008,268,67.0,38,6.0,39,980,6,3.6635616461296463,3.688879454113936,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2010,180,71.0,30,7.9,35,1125,6,3.4339872044851463,3.58351893845611,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2011,68,85.0,14,6.7,7,408,6,2.70805020110221,2.079441541679836,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1999,231,90.0,19,8.8,53,1086,6,2.995732273553991,3.9889840465642745,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2008,228,64.0,38,7.8,19,53,6,3.6635616461296463,2.995732273553991,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2006,180,40.0,17,7.0,5,836,6,2.8903717578961645,1.791759469228055,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2009,67,79.0,9,8.3,12,637,6,2.302585092994046,2.5649493574615367,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009,298,68.0,34,8.6,19,198,6,3.555348061489413,2.995732273553991,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2000,49,92.0,19,8.3,129,1183,6,2.995732273553991,4.867534450455582,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2014,140,79.0,9,7.3,65,698,6,2.302585092994046,4.189654742026425,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
2005,62,61.0,14,7.5,4,91,6,2.70805020110221,1.6094379124341005,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015,185,69.0,44,8.8,190,1172,7,3.80666248977032,5.25227342804663,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2012,255,78.0,46,8.0,110,1233,6,3.8501476017100575,4.709530201312334,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2003,25,76.0,28,7.5,27,735,6,3.367295829986474,3.332204510175204,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2006,258,52.0,34,2.8,5,357,6,3.555348061489413,1.791759469228055,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2008,11,69.0,54,7.3,26,851,6,4.007333185232471,3.295836866004329,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2012,62,57.0,14,5.6,46,661,6,2.70805020110221,3.8501476017100575,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
2004,185,76.0,28,9.0,222,496,8,3.367295829986474,5.407171771460119,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2007,258,71.0,43,7.4,16,708,6,3.784189633918261,2.833213344056216,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2006,180,65.0,5,7.5,27,1296,6,1.791759469228055,3.332204510175204,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2000,228,97.0,22,6.0,47,1380,6,3.1354942159291497,3.8712010109078903,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2009,11,63.0,8,6.2,5,139,6,2.19722457733622,1.791759469228055,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2011,255,64.0,8,6.0,8,1400,6,2.19722457733622,2.19722457733622,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2010,58,77.0,24,7.9,27,71,6,3.218875824868201,3.332204510175204,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2015,41,71.0,28,5.9,94,916,6,3.367295829986474,4.553876891600541,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2004,68,84.0,41,8.2,25,382,6,3.737669618283368,3.258096538021482,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2008,140,94.0,82,8.7,3558,695,6,4.418840607796598,8.177234885510194,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
