Year_of_Release,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Franchise,Critic_Count_Log,User_Count_Log,Genre_Action,Genre_Adventure,Genre_Fighting,Genre_Misc,Genre_Platform,Genre_Puzzle,Genre_Racing,Genre_Role-Playing,Genre_Shooter,Genre_Simulation,Genre_Sports,Genre_Strategy,Platform_3DS,Platform_DC,Platform_DS,Platform_GBA,Platform_GC,Platform_PC,Platform_PS,Platform_PS2,Platform_PS3,Platform_PS4,Platform_PSP,Platform_PSV,Platform_Wii,Platform_WiiU,Platform_X360,Platform_XB,Platform_XOne,Rating_E,Rating_E10+,Rating_K-A,Rating_M,Rating_RP,Rating_T,Rating_Unknown,Decade_1990s,Decade_2000s,Decade_2010s
2006,166,80.0,28,7.6,95,793,6,3.367295829986474,4.564348191467836,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2006,296,59.0,5,7.5,27,173,6,1.791759469228055,3.332204510175204,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2004,11,55.0,4,8.4,16,1099,6,1.6094379124341005,2.833213344056216,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2009,231,91.0,50,8.7,529,194,6,3.9318256327243257,6.272877006546167,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2003,222,55.0,24,7.5,27,954,6,3.218875824868201,3.332204510175204,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2008,239,68.0,20,7.2,105,662,6,3.044522437723423,4.663439094112067,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2012,140,58.0,57,5.1,102,1400,6,4.060443010546419,4.634728988229636,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2001,11,84.0,8,8.7,11,1369,6,2.19722457733622,2.4849066497880004,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2002,25,45.0,26,3.0,29,1183,6,3.295836866004329,3.4011973816621555,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2005,273,73.0,13,7.5,12,1325,6,2.639057329615259,2.5649493574615367,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2016,28,52.0,13,7.9,34,397,6,2.639057329615259,3.555348061489413,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2008,68,87.0,42,7.5,108,368,1,3.7612001156935615,4.691347882229144,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1999,231,74.0,12,8.4,248,1086,6,2.5649493574615367,5.517452896464707,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2008,239,92.0,57,8.9,440,1234,6,4.060443010546419,6.089044875446846,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2016,231,66.0,13,6.2,13,1158,6,2.639057329615259,2.639057329615259,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2016,228,86.0,77,7.3,556,294,6,4.356708826689592,6.322565239927284,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2013,258,68.0,30,6.7,118,12,6,3.4339872044851463,4.77912349311153,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2013,68,73.0,18,5.9,111,386,4,2.9444389791664403,4.718498871295094,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
2003,41,93.0,52,8.3,115,262,6,3.970291913552122,4.7535901911063645,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2011,273,80.0,77,7.2,564,1333,6,4.356708826689592,6.336825731146441,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2007,208,20.0,6,1.7,52,320,6,1.9459101490553128,3.970291913552122,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2009,45,87.0,65,8.2,110,264,6,4.189654742026425,4.709530201312334,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2007,68,56.0,9,8.2,9,390,6,2.302585092994046,2.302585092994046,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2006,68,77.0,52,6.3,82,368,6,3.970291913552122,4.418840607796598,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2005,25,54.0,5,8.8,4,129,6,1.791759469228055,1.6094379124341005,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
2006,235,44.0,36,5.8,15,312,6,3.610917912644224,2.772588722239781,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2006,185,62.0,14,7.5,27,33,6,2.70805020110221,3.332204510175204,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2003,275,71.0,28,8.3,22,1002,6,3.367295829986474,3.1354942159291497,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2003,137,29.0,14,3.2,19,682,6,2.70805020110221,2.995732273553991,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2014,31,75.0,65,7.3,1223,1247,6,4.189654742026425,7.109879463072272,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2005,99,53.0,34,8.0,8,1371,6,3.555348061489413,2.19722457733622,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2011,11,59.0,53,6.7,30,564,6,3.9889840465642745,3.4339872044851463,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2008,62,56.0,24,7.5,13,1304,6,3.218875824868201,2.639057329615259,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2007,11,74.0,10,6.7,6,718,6,2.3978952727983707,1.9459101490553128,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2008,273,79.0,22,7.9,130,512,6,3.1354942159291497,4.875197323201151,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2011,273,51.0,15,5.9,14,34,6,2.772588722239781,2.70805020110221,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2000,68,90.0,14,6.8,4,386,4,2.70805020110221,1.6094379124341005,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2016,124,66.0,12,6.9,20,625,6,2.5649493574615367,3.044522437723423,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
2003,41,57.0,13,7.5,27,114,6,2.639057329615259,3.332204510175204,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2004,231,59.0,24,4.2,10,239,6,3.218875824868201,2.3978952727983707,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2006,228,87.0,17,7.5,27,1177,6,2.8903717578961645,3.332204510175204,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2011,75,47.0,4,8.6,9,1436,6,1.6094379124341005,2.302585092994046,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2008,273,73.0,24,7.7,29,1336,6,3.218875824868201,3.4011973816621555,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2006,185,83.0,61,7.4,179,626,6,4.127134385045092,5.19295685089021,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2005,68,70.0,13,7.4,16,408,6,2.639057329615259,2.833213344056216,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009,78,72.0,34,6.5,57,306,6,3.555348061489413,4.060443010546419,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2009,297,56.0,4,5.0,5,90,6,1.6094379124341005,1.791759469228055,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2006,180,78.0,45,7.1,52,835,6,3.828641396489095,3.970291913552122,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2005,62,65.0,20,7.5,4,59,6,3.044522437723423,1.6094379124341005,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2007,255,73.0,34,8.2,30,26,6,3.555348061489413,3.4339872044851463,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2012,11,62.0,7,4.6,20,438,6,2.079441541679836,3.044522437723423,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2016,58,52.0,64,3.5,282,634,6,4.174387269895637,5.645446897643238,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2004,180,61.0,12,8.0,5,52,6,2.5649493574615367,1.791759469228055,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2009,68,56.0,16,7.5,27,376,6,2.833213344056216,3.332204510175204,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2011,117,50.0,14,4.7,57,556,6,2.70805020110221,4.060443010546419,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2009,180,79.0,63,7.4,211,835,6,4.158883083359672,5.356586274672012,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2006,89,59.0,7,7.5,27,1321,6,2.079441541679836,3.332204510175204,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2003,68,81.0,22,8.9,17,386,6,3.1354942159291497,2.8903717578961645,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2014,155,58.0,28,6.8,56,1245,6,3.367295829986474,4.04305126783455,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2003,166,74.0,29,8.8,16,793,6,3.4011973816621555,2.833213344056216,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
2001,11,74.0,15,8.7,35,1369,6,2.772588722239781,3.58351893845611,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2011,41,72.0,48,7.5,60,231,6,3.8918202981106265,4.110873864173311,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2002,11,82.0,5,7.5,27,575,6,1.791759469228055,3.332204510175204,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2011,258,90.0,38,6.7,127,1380,6,3.6635616461296463,4.852030263919617,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2012,288,62.0,9,6.7,46,1237,6,2.302585092994046,3.8501476017100575,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2003,41,54.0,25,8.3,8,230,6,3.258096538021482,2.19722457733622,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2003,255,76.0,26,8.7,47,1420,6,3.295836866004329,3.8712010109078903,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2008,69,68.0,4,7.5,27,1014,6,1.6094379124341005,3.332204510175204,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2008,228,56.0,16,8.3,27,1155,6,2.833213344056216,3.332204510175204,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2002,72,58.0,11,7.8,5,419,6,2.4849066497880004,1.791759469228055,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2014,228,32.0,28,3.6,587,157,6,3.367295829986474,6.376726947898627,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
2002,273,60.0,10,7.2,6,1325,6,2.3978952727983707,1.9459101490553128,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2011,180,75.0,33,7.6,197,130,6,3.5263605246161616,5.288267030694535,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1998,241,81.0,12,8.5,17,1183,6,2.5649493574615367,2.8903717578961645,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2009,25,76.0,29,8.5,28,1026,6,3.4011973816621555,3.367295829986474,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2006,69,67.0,11,7.5,27,413,6,2.4849066497880004,3.332204510175204,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2008,255,70.0,7,8.3,9,1005,6,2.079441541679836,2.302585092994046,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2006,63,68.0,33,7.4,16,941,6,3.5263605246161616,2.833213344056216,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2002,11,58.0,17,7.5,27,1191,6,2.8903717578961645,3.332204510175204,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2008,140,50.0,23,5.4,16,224,6,3.1780538303479458,2.833213344056216,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2013,273,23.0,39,3.0,211,1325,6,3.688879454113936,5.356586274672012,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2009,258,79.0,8,6.8,16,1244,6,2.19722457733622,2.833213344056216,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2010,115,41.0,7,7.5,27,581,6,2.079441541679836,3.332204510175204,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2006,185,69.0,40,8.0,37,1178,5,3.713572066704308,3.6375861597263857,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2010,151,79.0,8,5.5,6,126,6,2.19722457733622,1.9459101490553128,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2001,231,54.0,12,7.5,27,31,6,2.5649493574615367,3.332204510175204,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2006,255,93.0,55,8.8,1128,1036,6,4.02535169073515,7.029087564149662,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2006,140,67.0,30,8.9,11,698,6,3.4339872044851463,2.4849066497880004,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2000,68,73.0,8,6.1,9,170,6,2.19722457733622,2.302585092994046,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2011,261,58.0,22,8.0,46,903,6,3.1354942159291497,3.8501476017100575,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2013,41,61.0,30,5.5,102,1163,6,3.4339872044851463,4.634728988229636,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2006,68,75.0,56,8.3,99,408,6,4.04305126783455,4.605170185988092,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2009,180,61.0,22,6.6,19,308,6,3.1354942159291497,2.995732273553991,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2012,68,83.0,22,5.5,101,390,4,3.1354942159291497,4.624972813284271,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2005,273,87.0,29,8.6,53,1333,6,3.4011973816621555,3.9889840465642745,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2007,185,97.0,73,8.9,2147,872,5,4.304065093204169,7.672292455628756,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2004,112,30.0,15,3.0,4,312,6,2.772588722239781,1.6094379124341005,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2007,273,93.0,45,8.0,604,23,6,3.828641396489095,6.405228458030842,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2006,120,68.0,22,8.3,4,1093,6,3.1354942159291497,1.6094379124341005,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2011,273,56.0,8,5.7,12,1332,6,2.19722457733622,2.5649493574615367,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2014,11,86.0,4,7.1,18,1300,6,1.6094379124341005,2.9444389791664403,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
2007,273,67.0,16,7.3,19,1332,6,2.833213344056216,2.995732273553991,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
2007,239,80.0,47,6.9,106,1178,2,3.8712010109078903,4.672828834461906,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2006,231,76.0,46,7.9,14,1254,6,3.8501476017100575,2.70805020110221,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2007,218,65.0,15,7.0,22,1234,6,2.772588722239781,3.1354942159291497,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2006,68,82.0,14,9.2,5,390,4,2.70805020110221,1.791759469228055,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2006,292,52.0,19,7.5,27,1013,6,2.995732273553991,3.332204510175204,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2005,223,73.0,28,8.8,14,1093,6,3.367295829986474,2.70805020110221,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2002,3,37.0,12,5.9,8,18,6,2.5649493574615367,2.19722457733622,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2011,135,57.0,4,5.5,30,676,6,1.6094379124341005,3.4339872044851463,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2004,166,84.0,37,8.3,16,1262,6,3.6375861597263857,2.833213344056216,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2012,11,66.0,8,3.7,20,1063,6,2.19722457733622,3.044522437723423,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2005,68,82.0,36,9.1,137,368,6,3.610917912644224,4.927253685157205,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2007,68,80.0,45,7.8,26,384,6,3.828641396489095,3.295836866004329,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
2006,178,84.0,39,8.5,128,78,6,3.688879454113936,4.859812404361672,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2008,228,66.0,30,7.3,136,1155,6,3.4339872044851463,4.919980925828125,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2008,228,76.0,63,6.8,43,169,6,4.158883083359672,3.784189633918261,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
