Global_Sales
0.09
0.88
0.58
0.17
0.76
0.22
1.12
7.51
1.4
0.18
0.53
0.49
0.06
0.74
0.47
0.44
0.08
0.13
0.23
0.04
0.08
1.19
0.08
0.02
0.46
0.32
0.32
0.09
0.09
9.36
0.4
0.02
0.14
2.35
0.55
0.1
1.05
0.14
0.16
0.02
0.28
0.72
0.46
0.21
2.45
0.17
0.26
0.06
0.47
0.91
0.17
4.91
0.94
0.02
0.77
0.16
0.11
0.68
0.11
0.02
4.33
0.29
0.36
8.05
0.13
0.95
0.11
0.71
0.51
0.31
0.11
0.76
0.05
1.17
0.03
0.3
0.1
0.02
0.52
0.1
0.54
0.03
0.08
0.3
3.88
1.76
0.32
1.12
0.06
0.88
0.1
0.07
0.93
0.12
0.05
0.17
0.12
2.05
0.16
0.14
0.32
1.34
1.3
0.05
1.38
0.06
0.1
0.08
0.69
0.05
0.08
0.18
1.67
0.54
0.15
0.09
0.33
0.47
0.67
0.28
1.48
0.26
0.53
0.38
0.05
0.34
0.45
0.33
0.1
0.52
0.03
3.9
1.14
0.08
1.14
0.03
0.53
0.09
0.37
0.26
0.13
0.13
0.2
0.17
0.97
0.08
0.13
0.25
0.02
0.19
0.59
0.01
0.19
0.04
0.08
0.02
0.13
0.32
0.38
0.72
0.1
0.31
0.9
0.3
0.09
0.17
0.11
0.81
0.72
0.11
0.03
0.06
0.61
0.34
0.46
0.03
0.06
1.67
1.1
0.42
0.75
0.08
0.26
21.81
0.03
0.09
0.04
0.32
0.51
0.06
0.57
0.26
0.06
0.41
0.41
0.63
0.18
0.11
1.53
0.08
0.76
5.47
0.36
0.46
0.01
0.19
1.24
1.21
0.29
0.21
0.26
0.06
0.03
0.13
0.55
0.22
0.67
0.44
0.58
0.06
0.14
0.03
0.09
0.07
0.21
2.34
0.19
0.13
0.02
1.51
0.33
0.92
0.05
0.04
0.46
0.17
0.04
3.25
0.1
0.08
0.11
0.03
0.24
0.86
0.51
0.13
0.42
0.75
0.64
0.17
0.5
0.1
0.35
0.04
0.03
0.08
1.48
0.88
0.14
0.02
0.52
0.93
2.18
1.14
0.01
0.43
0.15
0.11
0.15
0.71
0.21
0.38
0.17
0.73
0.03
0.02
0.05
0.53
0.87
0.2
0.22
0.32
0.19
2.13
0.04
4.53
1.14
0.47
0.17
0.17
0.09
0.13
0.29
0.52
0.08
0.32
0.87
0.31
0.14
0.62
0.21
0.2
0.02
0.32
0.74
0.09
0.77
0.1
0.02
0.2
0.51
0.32
0.14
0.14
0.38
0.65
6.4
0.14
0.17
0.03
0.25
0.09
1.21
0.7
0.53
0.87
1.27
0.5
0.33
0.4
0.26
7.72
0.01
0.13
0.26
0.95
0.12
0.29
0.6
5.49
0.21
0.14
0.18
0.02
0.22
0.05
3.83
5.54
0.23
0.11
0.71
0.19
0.17
0.05
0.69
0.61
0.47
0.2
2.7
0.17
1.94
1.03
3.6
0.26
0.12
1.91
0.16
0.28
0.22
0.02
0.28
0.04
2.1
0.22
0.27
0.22
0.02
0.41
2.18
0.23
0.63
0.61
0.9
1.42
0.07
0.21
1.24
0.82
0.09
0.25
0.5
0.12
1.55
1.3
0.14
0.82
0.53
0.01
1.25
0.07
4.27
0.21
0.31
0.22
0.26
0.08
0.93
0.3
0.14
0.07
0.03
0.05
0.23
0.09
0.19
0.16
0.04
0.08
0.08
0.04
1.15
0.12
0.04
0.08
0.26
0.38
0.63
1.17
0.31
0.03
0.93
1.68
0.2
0.14
0.09
0.24
0.03
0.45
0.87
0.1
0.02
2.25
0.05
0.07
0.21
0.66
3.48
0.1
0.16
0.11
0.29
0.13
0.2
0.75
0.16
0.72
0.57
1.27
2.96
0.18
9.31
0.1
0.54
0.42
0.5
0.49
0.09
1.01
0.18
0.36
0.03
0.06
2.57
0.57
0.02
0.32
0.02
0.75
0.11
0.05
0.05
0.87
2.01
0.23
0.02
0.77
0.09
0.14
0.02
0.34
1.17
0.3
0.78
0.02
0.01
1.25
0.66
0.16
0.56
0.08
1.28
0.94
0.73
7.66
0.5
1.8
0.25
0.06
0.2
0.07
0.02
0.19
0.49
1.37
2.58
0.5
0.45
1.18
0.07
0.19
0.2
1.58
0.2
0.04
0.32
0.45
0.24
0.34
1.03
0.04
0.03
0.17
0.23
1.14
0.16
0.47
0.11
2.37
0.06
0.41
0.13
0.98
0.07
0.08
0.44
0.02
0.52
0.11
0.12
0.63
0.59
1.5
0.05
0.26
1.62
0.2
0.34
0.03
0.42
0.15
0.11
0.03
2.43
0.14
0.12
0.06
2.66
0.11
0.37
0.02
2.12
0.89
0.23
0.68
0.86
1.75
0.09
0.52
0.12
1.17
0.46
0.18
0.11
0.1
0.06
0.63
0.7
0.45
0.42
0.06
5.33
0.23
0.93
0.15
0.73
0.14
0.06
0.1
0.21
0.1
0.18
0.13
0.3
0.3
1.22
0.57
0.52
0.52
0.1
0.7
0.12
0.47
0.14
0.19
0.09
0.25
0.3
0.1
0.42
0.24
0.21
0.02
0.06
0.06
0.55
0.05
0.44
0.21
0.32
0.3
0.1
0.12
0.03
0.03
0.73
0.21
0.62
0.8
1.11
0.22
1.95
0.34
0.35
0.34
0.05
0.07
0.32
0.02
1.1
0.49
0.08
0.28
0.63
0.81
0.1
0.31
4.45
0.18
0.27
1.27
0.07
0.16
0.11
0.22
0.81
0.22
0.25
0.14
3.39
0.2
0.23
0.75
0.02
1.27
0.15
0.96
0.11
0.03
0.03
0.17
0.48
0.1
0.05
0.21
0.04
0.49
0.58
0.09
0.1
1.63
0.06
0.02
0.28
0.1
0.26
0.12
0.21
0.02
0.06
0.21
0.03
0.38
0.55
0.41
0.14
0.16
1.29
0.02
1.56
0.02
0.51
0.01
0.25
0.12
1.29
0.21
0.22
0.19
0.01
0.21
1.22
0.21
0.03
0.06
0.7
0.23
6.29
5.29
0.1
0.79
0.16
0.74
2.48
2.78
0.22
6.41
2.07
0.18
0.43
0.29
0.28
0.02
0.04
1.29
0.14
0.29
0.27
0.67
0.04
0.08
3.1
0.11
0.15
0.13
0.22
0.09
0.14
0.57
0.09
0.46
0.2
0.25
0.15
0.02
0.06
3.23
0.04
0.01
0.41
0.05
0.11
0.44
1.11
0.08
0.1
5.55
0.2
0.5
0.28
0.17
0.22
0.08
0.93
0.19
0.25
0.89
2.07
0.19
0.12
0.29
1.15
0.69
0.28
9.44
0.51
0.07
0.02
0.45
0.63
0.5
0.02
0.05
2.09
0.47
0.41
0.41
0.43
0.92
7.16
0.43
0.5
0.07
6.68
0.15
0.02
0.09
0.94
0.05
0.27
0.07
0.07
0.02
0.22
0.21
0.85
0.03
0.54
1.38
0.53
1.09
0.06
0.02
0.43
0.17
0.37
2.82
0.93
0.09
0.38
1.13
0.25
4.57
0.65
0.15
0.37
0.08
0.19
0.12
0.11
0.29
0.23
0.45
0.2
0.02
0.28
0.04
1.18
0.55
1.66
0.18
0.79
1.37
0.38
0.04
3.28
0.89
0.32
0.08
1.44
0.02
0.4
0.02
2.93
0.97
0.53
0.59
0.63
0.02
1.25
0.74
0.26
0.04
0.26
0.29
0.19
0.12
0.23
0.22
0.02
0.42
0.88
0.32
0.15
0.12
0.44
0.53
0.06
0.78
0.28
0.17
0.2
0.6
0.02
0.01
0.14
1.59
0.35
1.17
0.05
0.01
0.02
0.35
0.57
0.61
1.86
0.27
0.15
0.05
0.06
0.16
0.55
1.24
0.11
0.35
0.05
0.24
0.45
0.11
0.05
0.15
0.15
0.14
0.06
0.2
0.04
0.17
0.06
0.21
0.58
0.34
0.04
0.98
0.58
0.08
1.02
0.05
2.03
1.15
0.27
3.41
0.01
0.99
0.69
2.08
0.2
0.02
0.01
1.05
0.01
0.2
0.09
0.52
0.43
0.1
0.56
2.6
0.06
0.87
0.2
0.61
0.77
0.72
0.02
2.58
1.86
1.34
0.01
0.13
0.21
0.81
0.62
4.19
0.08
0.8
0.24
1.65
0.03
0.08
0.17
1.06
0.08
1.79
0.11
0.28
0.18
0.08
0.02
0.1
1.67
0.06
0.03
0.06
0.02
0.07
2.03
2.89
0.19
0.04
1.29
1.36
0.18
0.78
0.63
0.05
0.22
0.21
0.02
2.75
0.03
1.04
0.22
0.32
1.55
0.27
0.16
2.11
0.33
0.11
0.33
0.14
0.18
0.07
0.31
0.14
0.83
1.14
0.86
0.02
0.33
0.04
0.06
2.5
0.19
0.35
0.23
1.6
0.09
0.15
0.05
0.07
0.81
0.24
0.21
1.09
0.38
0.01
0.95
11.35
0.14
3.1
0.04
0.15
0.7
0.21
0.75
0.86
0.72
0.62
0.04
0.07
0.05
0.05
0.05
0.16
4.37
0.54
0.01
2.16
0.27
0.06
0.35
0.2
0.07
0.07
4.98
1.29
0.21
0.11
0.32
0.02
0.02
0.72
0.3
0.51
0.08
0.71
0.06
0.13
0.41
0.18
0.47
0.05
0.79
0.11
0.91
0.52
0.22
0.09
1.42
0.19
0.04
14.98
0.19
0.13
0.68
0.13
0.13
0.04
0.3
2.08
2.34
0.15
1.51
0.12
0.12
0.1
0.02
0.36
0.02
2.69
0.07
0.16
0.09
0.9
0.34
2.9
0.31
0.34
1.35
0.36
0.45
0.46
0.04
0.03
0.63
0.15
0.07
0.5
0.47
2.69
0.21
0.17
1.58
0.04
0.04
0.1
0.46
0.64
0.08
1.52
0.45
1.76
0.1
0.28
4.62
0.05
0.08
2.62
0.18
0.29
0.01
0.21
0.12
0.62
0.13
0.06
0.74
1.94
0.03
0.53
0.1
0.15
0.03
0.06
0.14
0.16
0.33
0.17
0.06
0.17
0.31
0.13
0.34
0.36
0.38
0.05
0.44
0.04
1.92
0.05
0.02
0.58
5.87
0.42
0.19
0.28
0.9
0.02
0.02
0.06
0.69
0.19
0.2
0.02
0.14
0.4
0.33
0.03
0.55
0.04
0.05
0.19
0.17
0.02
0.73
0.1
0.11
0.26
0.11
0.06
0.43
0.02
0.32
0.3
0.29
0.54
0.02
0.1
0.04
0.02
0.1
0.65
7.2
0.07
0.25
0.11
0.53
0.19
0.02
0.56
0.78
0.22
1.03
0.33
0.25
5.05
0.37
0.03
2.42
0.24
0.63
0.23
1.68
1.11
1.5
0.14
0.58
0.06
0.27
0.5
0.08
1.57
0.51
0.57
1.11
0.19
0.56
1.76
0.51
0.08
4.6
0.91
0.02
1.86
0.17
0.54
0.29
0.08
0.05
0.01
0.23
0.24
1.82
0.09
0.23
0.99
1.29
0.77
0.02
0.38
0.19
1.35
0.22
0.15
0.38
0.37
0.15
1.06
0.19
1.6
0.48
0.43
0.83
0.06
0.95
0.22
0.39
0.01
0.75
4.53
0.4
0.83
0.08
0.61
3.71
0.41
0.27
0.02
0.04
0.09
1.04
0.5
0.04
0.33
0.04
0.45
2.14
0.29
1.51
0.07
0.17
1.02
0.03
0.04
0.02
0.49
0.04
0.2
0.15
1.46
0.3
0.04
0.29
1.38
0.74
0.01
0.23
0.39
0.14
0.06
0.02
0.13
0.05
0.01
2.27
10.5
0.34
0.05
0.08
0.06
0.04
0.66
0.1
0.26
0.05
0.02
0.63
0.05
0.15
0.41
1.72
0.29
0.55
0.04
0.59
0.01
0.03
1.27
0.98
0.16
2.37
0.47
0.83
0.08
0.03
4.09
0.15
0.13
0.12
0.15
0.61
0.18
0.31
0.45
0.03
1.71
0.24
0.26
1.24
1.03
0.32
0.5
0.5
0.03
0.47
0.11
0.08
1.41
0.29
0.33
0.77
2.79
0.1
0.08
0.57
0.28
0.52
0.08
0.37
9.49
2.09
0.09
0.05
0.47
0.14
0.06
0.22
0.17
0.14
0.29
0.85
0.13
0.33
0.03
0.54
0.73
0.32
0.68
3.1
0.2
0.16
1.71
0.08
1.12
0.16
2.76
2.66
0.25
0.32
0.03
0.86
0.63
0.7
0.53
0.64
0.62
0.1
0.14
0.83
0.02
0.07
0.06
2.69
0.25
0.93
3.01
0.13
0.14
1.99
0.08
0.71
0.05
0.92
0.12
0.26
0.06
0.25
0.58
0.06
0.4
4.76
0.09
0.09
0.05
3.27
1.31
0.05
0.81
0.15
0.41
0.56
0.23
2.77
1.49
0.19
0.27
0.13
0.16
0.22
0.45
3.18
0.25
0.02
0.02
0.66
0.22
0.27
0.1
2.92
1.49
0.96
0.29
0.12
1.27
0.09
0.92
0.43
0.02
0.15
0.15
0.18
0.11
0.04
0.25
0.15
0.13
0.02
0.1
0.25
0.03
0.17
0.49
0.87
0.07
0.13
0.83
0.34
0.23
0.48
0.06
0.58
0.09
1.92
0.55
1.41
3.11
3.17
0.75
0.02
0.06
0.31
0.02
0.44
0.64
0.93
0.07
1.18
0.06
2.37
0.02
0.56
0.17
1.06
0.19
2.56
0.07
0.04
0.01
0.9
0.2
0.41
0.02
0.07
0.03
0.07
0.35
0.04
0.09
3.03
4.32
0.93
0.08
0.19
0.27
0.33
0.05
0.13
0.44
0.09
0.89
0.25
1.96
2.21
0.05
0.07
0.65
0.02
0.91
0.08
0.19
0.14
0.13
0.09
0.41
0.36
0.53
0.42
0.11
0.05
0.09
0.91
0.72
0.5
0.13
0.18
0.03
0.23
2.58
0.14
0.49
0.61
0.33
0.31
1.55
0.02
0.5
0.34
0.33
0.93
0.04
0.02
0.09
0.15
0.14
0.15
0.36
0.05
0.02
0.27
0.12
0.33
1.84
1.66
0.35
0.47
0.32
1.58
0.19
0.14
0.08
0.24
0.08
0.59
0.27
0.68
0.14
0.16
0.12
0.07
0.12
0.35
0.14
0.89
0.99
0.07
0.11
0.08
0.09
0.02
0.02
0.04
0.34
0.19
0.12
0.72
1.74
0.13
0.24
0.23
0.98
1.02
0.57
0.03
0.09
0.06
0.17
0.13
0.12
0.12
2.03
0.37
2.94
0.4
3.18
0.16
0.21
0.28
3.94
0.08
0.41
0.25
0.08
0.56
0.14
0.21
0.45
0.12
0.45
0.25
1.37
0.19
0.75
1.05
0.11
0.29
0.51
0.04
0.02
0.51
0.31
0.95
0.11
0.47
0.39
0.93
0.12
0.81
0.04
0.03
0.07
0.09
1.07
28.92
0.61
0.04
0.58
1.11
0.46
0.04
0.14
2.85
3.24
0.56
0.05
0.52
0.24
0.05
6.31
0.09
1.97
1.16
0.07
0.11
0.93
0.58
0.17
4.2
0.64
0.07
0.19
12.66
0.76
0.24
0.34
0.07
1.82
0.99
0.17
0.07
0.02
1.39
0.07
0.12
0.21
0.35
0.12
0.24
2.2
0.09
0.04
0.22
0.16
5.42
0.89
0.03
0.04
0.13
0.11
0.02
0.16
0.49
0.1
0.02
0.32
0.51
0.05
1.02
0.11
0.19
0.33
0.14
0.06
0.09
1.04
0.49
0.73
0.03
0.74
0.96
0.1
0.43
0.04
0.01
0.41
1.02
0.17
0.21
1.12
5.38
0.05
0.63
0.61
0.38
0.07
0.1
1.21
0.12
0.34
0.19
0.64
0.74
0.12
0.79
0.38
0.37
0.17
0.16
0.46
0.05
0.71
0.57
0.1
13.79
0.12
0.18
0.6
0.09
0.08
0.27
0.19
0.02
0.42
1.56
1.41
0.22
0.31
0.14
0.54
0.02
0.11
0.11
0.1
0.14
0.13
0.25
0.21
0.28
0.08
0.88
0.14
0.57
1.01
0.02
0.11
0.68
0.08
0.26
0.15
0.66
0.31
0.46
0.25
0.18
0.05
0.13
0.02
0.09
2.69
1.01
0.02
0.21
0.7
0.27
0.22
0.02
0.2
0.06
0.53
0.09
0.02
0.61
0.43
0.34
2.28
0.15
0.06
0.12
0.44
1.31
0.28
1.4
0.05
0.19
0.07
0.01
0.79
0.64
0.87
0.16
2.54
0.16
0.62
0.03
1.2
0.22
0.06
0.97
0.03
1.75
10.6
0.44
3.28
1.06
0.11
0.22
0.12
0.78
0.52
0.17
0.15
0.11
0.55
0.89
0.39
0.12
0.01
1.4
0.01
0.11
0.39
0.1
0.08
0.02
0.12
0.1
0.03
0.02
0.6
0.03
1.08
0.09
0.31
0.62
0.48
0.14
1.89
0.18
14.73
0.11
0.08
0.9
0.08
0.05
0.83
0.06
0.17
1.11
0.14
1.19
0.4
0.04
0.75
0.25
0.11
1.71
0.1
0.08
0.74
0.39
0.09
0.02
0.46
0.08
0.8
2.04
0.81
0.03
0.23
0.11
1.02
0.08
0.06
0.26
0.28
0.04
1.24
1.08
0.67
0.1
0.39
0.08
0.47
1.14
0.03
1.22
0.05
0.1
0.14
0.32
1.3
0.83
0.11
0.23
0.29
0.63
0.43
0.63
10.12
0.07
0.52
0.9
0.73
0.21
0.5
0.1
0.51
0.36
0.03
0.04
0.79
0.22
0.04
0.22
2.29
0.07
0.14
0.11
6.76
1.4
14.61
0.01
1.15
0.49
0.14
3.62
0.01
0.16
1.47
0.1
0.16
0.36
2.41
0.01
1.68
0.03
0.93
0.18
0.26
0.07
7.32
2.45
1.23
0.38
0.51
0.05
0.73
0.05
1.94
3.73
22.7
3.76
0.41
0.8
1.15
0.39
0.53
0.05
1.53
0.08
0.3
0.58
0.12
0.11
0.57
3.65
1.25
0.03
0.07
0.37
0.04
0.09
0.39
0.08
0.03
0.06
0.19
1.07
0.7
0.14
0.14
0.21
0.17
0.15
0.96
0.01
0.02
0.08
0.15
3.48
0.56
0.26
0.2
0.1
1.43
0.85
0.01
0.47
0.14
0.27
1.5
0.07
0.57
0.96
0.2
0.06
0.6
0.2
0.22
0.06
1.81
0.32
0.02
0.24
5.13
0.18
0.06
0.34
0.02
3.61
0.94
0.05
0.04
0.8
0.3
0.11
0.05
0.11
0.23
0.06
1.55
0.11
0.12
1.69
0.87
0.11
0.12
0.1
0.03
0.66
0.18
0.07
0.49
1.26
0.17
0.08
0.32
0.37
0.14
0.64
0.12
0.16
0.36
0.66
2.62
0.63
0.21
0.11
0.14
0.02
0.21
1.51
0.84
1.29
0.64
0.25
0.77
0.17
0.19
3.05
0.09
0.33
0.52
0.09
0.23
0.03
0.06
0.04
0.6
1.01
0.02
0.22
0.5
0.21
0.22
1.38
0.15
0.04
0.15
0.13
0.12
0.49
0.88
0.04
0.96
28.32
0.1
0.09
0.68
0.36
1.35
5.48
0.87
0.03
0.02
0.09
0.87
0.26
0.75
1.17
0.09
1.92
0.2
0.82
0.96
0.32
0.43
0.13
1.16
0.07
0.22
0.04
0.09
0.27
0.72
0.08
2.0
4.36
0.03
0.92
1.32
4.92
0.24
0.29
0.07
0.08
0.64
1.75
0.43
12.84
0.34
2.83
0.43
0.05
0.03
0.24
0.37
0.05
0.11
2.19
0.19
0.09
0.11
0.27
0.01
0.16
0.05
0.32
0.37
0.04
1.05
1.68
0.17
0.05
1.45
0.32
0.08
1.1
0.45
0.05
0.43
0.27
0.14
0.11
0.08
0.22
0.02
0.77
0.33
0.42
1.56
0.03
0.17
0.02
0.37
0.21
1.19
7.38
0.42
0.03
1.22
0.28
2.31
0.12
0.47
0.15
0.03
0.25
0.36
0.43
0.03
2.02
0.23
0.25
0.64
0.22
0.15
0.19
0.09
0.33
0.35
1.88
0.46
0.05
0.01
0.18
0.25
0.08
0.33
0.09
0.29
0.24
0.28
0.28
0.57
1.19
2.07
0.09
3.11
0.42
0.94
0.14
0.03
0.05
0.28
0.16
0.1
0.14
0.11
0.04
0.13
0.06
0.07
0.54
0.19
0.02
0.11
0.7
0.92
0.02
0.32
0.08
0.28
1.49
0.04
0.78
0.89
0.12
0.17
0.08
0.21
0.82
0.77
0.13
0.21
0.16
0.11
0.51
0.02
0.04
0.09
1.2
0.19
0.1
0.02
0.02
0.08
0.06
1.1
0.06
0.14
0.07
0.04
0.15
0.53
0.15
0.14
0.49
3.1
0.25
0.09
2.37
0.19
0.07
0.09
1.27
0.06
0.66
0.14
1.06
0.11
0.41
1.6
5.95
0.05
0.65
0.14
0.12
0.08
2.06
0.73
0.92
0.01
0.13
0.31
0.18
0.12
0.45
0.27
0.11
0.05
0.13
0.3
0.65
0.17
0.14
0.11
0.43
1.08
0.31
0.34
0.23
0.12
0.03
0.41
0.49
1.57
0.01
0.24
0.08
0.2
0.03
0.2
0.06
2.09
0.08
0.43
1.22
0.11
0.08
0.18
0.48
0.23
0.04
0.1
0.09
1.09
0.03
0.87
3.04
0.17
0.6
0.12
0.13
0.8
0.14
0.1
0.66
1.27
0.38
0.06
0.09
0.42
0.56
0.77
0.16
1.0
0.17
0.15
0.09
0.23
0.03
1.44
0.1
6.05
0.38
1.23
0.58
2.22
0.24
0.23
0.14
0.06
1.43
0.13
0.14
0.12
0.81
0.16
0.09
0.07
1.13
0.05
0.52
0.15
0.35
1.52
2.89
0.07
0.19
0.06
0.13
1.31
0.05
0.79
2.1
0.37
0.11
0.11
0.14
0.01
1.09
0.9
0.5
1.67
0.09
0.42
1.76
0.07
0.02
0.54
0.08
0.12
0.41
1.24
0.71
0.03
1.95
1.36
0.04
1.34
0.53
0.76
0.65
0.02
0.33
0.1
1.19
0.35
0.03
0.19
0.39
0.19
2.79
0.03
0.05
0.17
0.03
0.16
0.05
0.05
0.04
0.19
0.9
0.65
0.73
0.58
0.11
0.74
0.1
0.55
0.15
3.52
0.03
0.32
0.15
1.15
0.69
0.44
0.05
0.15
0.41
0.49
0.56
0.44
0.02
0.15
0.41
1.75
0.05
0.23
7.17
0.09
0.09
0.32
0.26
0.15
0.18
0.04
0.03
3.67
0.12
0.4
12.63
0.25
0.19
0.16
0.17
0.23
0.11
2.38
0.79
0.56
0.3
0.15
0.1
0.07
1.64
0.13
0.32
0.15
1.11
1.03
0.01
1.4
0.11
0.3
0.38
0.1
0.09
0.03
0.09
0.32
0.05
0.99
0.44
0.71
0.87
0.09
0.31
0.04
0.18
0.5
0.05
4.73
0.19
0.04
1.57
0.09
0.04
0.01
0.76
0.15
0.05
0.04
0.31
0.11
0.08
0.5
0.22
0.02
0.04
1.32
0.98
0.15
0.53
0.1
0.05
2.62
0.08
0.33
4.41
0.35
0.02
4.05
0.02
0.16
0.11
0.9
0.03
0.08
0.06
0.26
0.36
0.21
0.16
0.59
0.08
0.16
0.03
1.95
0.66
0.1
0.15
0.05
0.09
1.75
0.4
3.96
0.09
0.36
0.35
0.2
0.34
0.02
0.42
0.12
1.12
0.84
0.17
0.15
0.18
0.07
0.26
1.0
0.21
0.34
0.04
0.67
0.1
0.14
0.68
0.09
0.54
0.07
0.57
0.36
0.2
0.35
0.24
0.29
0.11
0.19
0.2
7.09
0.46
0.13
0.25
0.23
0.03
0.15
0.19
0.05
0.07
0.18
0.42
2.41
0.15
0.44
0.61
0.2
1.57
0.97
0.23
0.29
0.02
0.16
0.18
0.03
0.01
0.25
0.63
0.03
0.06
0.42
0.13
0.46
0.04
0.01
0.11
0.84
1.23
0.19
0.93
0.1
0.04
2.26
0.39
1.34
0.74
0.19
0.05
0.24
0.17
0.03
1.25
0.09
0.23
2.08
5.74
1.55
0.61
0.07
0.48
0.44
0.02
6.03
0.07
0.1
3.87
0.11
1.37
0.02
1.42
0.06
1.06
0.69
0.15
0.36
0.25
2.63
0.12
0.19
0.84
0.05
0.03
0.07
0.04
4.05
0.87
0.1
0.08
0.02
0.07
1.07
0.05
0.06
0.25
3.59
0.31
0.26
0.71
0.1
0.75
0.74
0.21
4.59
1.17
1.78
0.33
1.7
0.43
0.11
0.01
0.16
0.8
0.15
0.39
0.04
0.85
2.22
0.14
0.19
2.67
1.02
0.25
0.67
0.51
0.33
0.19
0.25
0.1
3.31
0.05
0.6
0.23
0.22
0.18
0.11
0.2
0.3
2.99
0.48
0.38
2.78
3.59
1.42
0.7
0.2
1.63
0.08
0.02
0.39
0.02
3.97
0.06
0.45
0.94
0.87
0.65
0.24
0.12
0.45
0.68
0.11
0.12
0.21
1.76
0.11
0.16
0.2
0.45
0.49
0.04
0.02
0.19
0.18
0.39
0.07
0.06
0.21
0.08
0.46
1.17
0.27
0.05
0.05
0.17
0.06
1.67
0.13
0.15
3.3
0.02
1.29
0.13
1.45
0.7
2.06
0.32
0.22
0.92
0.65
0.21
0.05
0.09
0.85
0.24
0.06
0.09
0.04
0.66
1.35
0.21
1.09
0.15
0.79
0.09
0.43
0.31
0.21
0.42
0.21
0.29
0.24
0.09
0.23
0.01
0.48
0.22
0.04
0.28
0.49
0.11
0.26
0.92
0.17
0.06
0.72
0.19
0.17
0.39
0.02
0.08
0.33
0.17
0.06
0.82
0.2
0.94
0.33
0.88
0.19
0.01
0.09
0.14
0.25
1.72
0.25
0.3
0.14
0.49
0.07
0.04
0.38
0.31
0.21
0.54
0.36
0.03
0.09
1.93
0.35
0.23
1.27
0.54
1.09
1.03
1.34
0.12
0.01
0.01
0.17
0.07
0.1
0.22
0.13
0.03
1.12
0.15
0.99
0.09
1.4
0.48
0.06
0.14
0.48
0.05
0.58
2.67
0.3
0.07
0.33
0.03
1.32
0.29
1.14
0.11
0.4
0.14
0.1
0.06
0.75
0.08
0.04
0.04
0.12
1.13
4.82
0.33
0.85
1.9
0.06
0.31
0.4
0.09
0.2
0.66
0.05
0.23
1.08
0.6
2.08
0.2
0.02
0.08
5.19
2.04
1.35
0.03
1.13
0.05
0.76
0.53
0.33
0.47
0.49
5.63
0.11
0.08
0.2
1.1
0.09
0.21
0.3
0.12
0.41
0.17
0.04
0.15
0.05
0.05
0.06
0.19
0.1
0.59
0.1
0.26
0.39
0.08
1.03
0.13
0.43
0.32
0.23
0.84
0.04
0.61
0.32
0.35
0.16
0.44
1.88
0.24
0.33
0.09
1.66
0.96
2.96
0.05
0.14
0.54
0.78
0.35
0.11
0.64
6.45
0.63
0.23
3.71
0.4
0.11
0.18
0.43
0.18
0.09
0.25
1.21
0.28
0.2
0.08
0.4
0.07
0.03
