Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Total_Rating
15,2008,10,10,0.03,0.0,0.0,0.28,71.0,22.0,7.5,24.0,8,73.0
14,1998,7,19,0.04,0.03,0.58,0.05,71.0,22.0,7.5,24.0,8,73.0
27,2011,10,2,0.24,0.02,0.0,0.02,71.0,22.0,7.5,24.0,7,73.0
27,2007,0,26,0.36,0.01,0.0,0.03,51.0,23.0,4.7,30.0,5,49.0
18,2007,8,10,0.5,0.39,0.02,0.25,69.0,20.0,7.3,30.0,7,71.0
19,2014,2,16,0.0,0.04,0.06,0.01,66.0,7.0,7.5,54.0,7,70.5
14,1999,9,19,0.06,0.04,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
26,2014,0,17,0.32,0.28,0.1,0.06,91.0,80.0,8.2,1217.0,5,86.5
27,2015,0,2,0.06,0.01,0.0,0.01,71.0,22.0,8.4,25.0,7,77.5
18,2010,11,19,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
2,2011,5,22,0.08,0.15,0.06,0.03,49.0,30.0,4.8,13.0,1,48.5
4,2008,9,3,0.2,0.01,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
14,1998,10,10,0.37,0.25,0.0,0.04,71.0,22.0,7.5,24.0,8,73.0
28,2005,0,26,0.68,0.38,0.0,0.05,94.0,70.0,9.0,160.0,5,92.0
18,2010,11,21,0.11,0.0,0.0,0.01,86.0,27.0,7.9,32.0,1,82.5
14,1999,10,10,0.79,0.54,0.0,0.09,71.0,22.0,7.5,24.0,8,73.0
25,2008,4,19,0.04,0.0,0.0,0.0,71.0,22.0,0.2,5.0,1,36.5
15,2002,2,20,0.78,0.44,0.56,0.04,94.0,36.0,8.0,84.0,7,87.0
15,2002,7,21,0.38,0.25,0.26,0.07,87.0,41.0,9.1,174.0,7,89.0
2,2014,1,19,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2002,5,19,0.0,0.0,0.05,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2009,5,16,0.26,0.04,0.06,0.04,74.0,51.0,8.1,50.0,1,77.5
18,2012,0,16,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
7,2004,11,17,0.48,0.13,0.56,0.03,90.0,54.0,9.1,137.0,1,90.5
15,2008,7,20,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
19,2015,0,16,0.0,0.0,0.17,0.0,57.0,25.0,7.3,15.0,2,65.0
27,2010,6,23,0.17,0.0,0.0,0.01,57.0,4.0,8.1,10.0,1,69.0
27,2011,3,19,0.04,0.0,0.0,0.0,71.0,22.0,7.5,24.0,2,73.0
15,2009,0,16,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
9,1998,2,23,1.94,0.39,0.03,0.02,71.0,22.0,7.5,24.0,8,73.0
14,1996,0,19,0.02,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2012,0,6,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2010,0,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2008,3,26,0.07,0.0,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
9,2000,4,19,0.03,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2010,1,12,0.05,0.0,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2007,10,21,0.77,0.03,0.0,0.13,83.0,25.0,8.6,19.0,1,84.5
14,1998,10,10,0.37,0.25,0.0,0.04,71.0,22.0,7.5,24.0,8,73.0
14,1997,11,19,0.23,0.16,0.0,0.03,71.0,22.0,7.5,24.0,8,73.0
16,2008,10,10,0.13,0.0,0.0,0.01,64.0,12.0,7.1,12.0,1,67.5
29,2015,3,26,0.25,0.04,0.0,0.03,66.0,10.0,6.1,18.0,2,63.5
16,2015,0,25,0.0,0.0,0.03,0.0,71.0,22.0,7.4,5.0,7,72.5
18,2010,9,6,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2003,4,19,0.02,0.01,0.0,0.0,35.0,6.0,7.5,24.0,1,55.0
25,2009,10,24,0.14,0.09,0.0,0.03,55.0,17.0,7.5,24.0,7,65.0
4,2008,1,23,0.11,0.01,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
16,2006,6,16,0.24,0.7,0.16,0.26,78.0,45.0,7.1,52.0,1,74.5
14,1997,7,19,0.0,0.0,0.23,0.02,71.0,22.0,7.5,24.0,8,73.0
6,2002,0,23,0.55,0.2,0.0,0.01,38.0,14.0,5.0,6.0,1,44.0
28,2002,10,19,0.08,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
29,2016,10,24,0.12,0.12,0.0,0.02,68.0,12.0,5.5,27.0,7,61.5
2,2012,4,26,0.06,0.08,0.0,0.01,71.0,8.0,6.3,65.0,2,67.0
15,2008,1,4,0.06,0.04,0.0,0.01,63.0,21.0,7.5,24.0,7,69.0
9,1998,4,2,0.49,0.13,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
7,2002,0,19,0.05,0.01,0.0,0.0,71.0,22.0,7.6,5.0,1,73.5
4,2007,9,19,0.05,0.0,0.0,0.0,66.0,8.0,7.5,24.0,1,70.5
14,1997,10,10,0.39,0.27,0.0,0.05,71.0,22.0,7.5,24.0,8,73.0
16,2010,0,26,0.17,0.24,0.0,0.09,71.0,22.0,7.5,24.0,8,73.0
22,1999,11,17,0.0,0.0,0.26,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2011,3,26,0.1,0.1,0.0,0.04,71.0,22.0,7.5,24.0,1,73.0
19,2013,7,18,0.0,0.0,0.05,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2002,1,10,0.07,0.05,0.0,0.02,72.0,24.0,7.9,8.0,7,75.5
22,1992,6,17,3.54,1.24,3.81,0.18,71.0,22.0,7.5,24.0,8,73.0
18,2009,10,20,0.0,0.26,0.0,0.09,69.0,10.0,6.9,7.0,1,69.0
4,2007,3,4,0.0,0.0,0.13,0.0,71.0,22.0,7.5,24.0,8,73.0
28,2005,0,23,0.08,0.02,0.0,0.0,75.0,55.0,8.1,16.0,5,78.0
16,2016,3,16,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2008,0,20,0.32,0.01,0.0,0.05,50.0,4.0,6.0,5.0,7,55.0
4,2008,1,8,1.87,0.97,0.0,0.3,71.0,22.0,8.0,37.0,1,75.5
27,2007,7,14,0.45,0.26,0.11,0.08,78.0,68.0,8.3,432.0,7,80.5
16,2007,10,21,0.31,0.03,0.76,0.04,81.0,66.0,8.8,32.0,1,84.5
12,2011,11,19,0.1,0.13,0.0,0.04,78.0,46.0,7.7,359.0,7,77.5
25,2009,3,26,0.22,0.0,0.0,0.02,71.0,22.0,7.5,24.0,1,73.0
9,1998,0,17,4.1,1.89,1.45,0.16,71.0,22.0,7.5,24.0,8,73.0
14,2002,4,19,0.12,0.08,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
16,2014,7,7,0.02,0.05,0.0,0.01,36.0,8.0,3.7,77.0,5,36.5
15,2003,6,15,0.24,0.19,0.0,0.06,57.0,30.0,6.4,8.0,7,60.5
18,2013,1,19,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
26,2012,10,10,0.21,0.0,0.0,0.02,75.0,9.0,6.7,30.0,1,71.0
4,2007,0,24,0.04,0.0,0.0,0.0,35.0,8.0,4.8,13.0,2,41.5
16,2012,9,16,0.09,0.04,0.24,0.02,65.0,26.0,7.3,47.0,7,69.0
28,2005,10,2,0.4,0.2,0.0,0.03,77.0,40.0,7.7,15.0,7,77.0
4,2007,0,17,0.08,0.0,0.13,0.01,49.0,10.0,7.5,24.0,2,62.0
28,2005,8,2,1.22,0.39,0.0,0.06,83.0,40.0,8.9,106.0,7,86.0
2,2012,0,4,0.3,0.22,0.3,0.05,82.0,78.0,8.5,397.0,5,83.5
3,2000,7,20,0.0,0.0,0.09,0.0,93.0,21.0,9.4,98.0,7,93.5
2,2013,3,16,0.0,0.0,0.07,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2008,3,12,0.08,0.0,0.0,0.01,71.0,22.0,6.6,7.0,1,68.5
27,2014,0,8,0.64,0.34,0.0,0.1,71.0,22.0,7.5,24.0,8,73.0
15,2002,11,26,0.1,0.08,0.0,0.03,47.0,7.0,7.4,8.0,7,60.5
9,1998,10,1,0.07,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
10,1990,10,16,0.0,0.0,0.3,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2004,0,12,0.22,0.17,0.0,0.06,47.0,25.0,7.8,12.0,7,62.5
18,2005,2,10,0.29,0.0,0.0,0.02,58.0,15.0,8.7,30.0,7,72.5
12,2011,0,23,0.16,0.16,0.0,0.06,84.0,22.0,8.1,1263.0,5,82.5
9,2001,0,19,0.13,0.03,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2011,0,16,0.0,0.0,0.08,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2014,7,16,0.0,0.0,0.23,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2006,4,15,0.08,0.0,0.0,0.01,45.0,12.0,1.4,5.0,2,29.5
5,1991,5,17,0.0,0.0,0.73,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2011,1,19,0.0,0.0,0.14,0.0,71.0,22.0,7.5,24.0,8,73.0
28,2005,10,19,0.03,0.01,0.0,0.0,66.0,45.0,7.7,6.0,5,71.5
25,2008,1,19,0.45,0.0,0.0,0.03,71.0,22.0,7.5,24.0,1,73.0
0,1981,0,19,0.55,0.03,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
27,2011,0,10,0.71,0.49,0.02,0.12,84.0,72.0,7.5,533.0,5,79.5
25,2009,8,2,0.94,0.43,0.0,0.14,71.0,22.0,7.5,24.0,8,73.0
29,2016,1,22,0.09,0.03,0.0,0.01,85.0,4.0,8.7,123.0,5,86.0
25,2007,0,8,0.39,0.02,0.01,0.04,53.0,17.0,7.2,17.0,7,62.5
12,2004,8,19,0.0,0.02,0.0,0.0,81.0,62.0,8.1,284.0,5,81.0
6,2004,3,17,0.12,0.05,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2003,4,2,0.31,0.24,0.0,0.08,58.0,24.0,7.2,13.0,7,65.0
2,2011,7,16,0.43,0.19,0.14,0.06,75.0,33.0,7.6,197.0,7,75.5
17,2016,0,19,0.01,0.0,0.0,0.0,42.0,9.0,2.3,7.0,2,32.5
4,2007,1,2,0.09,0.01,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
19,2012,0,29,0.16,0.11,0.0,0.06,62.0,9.0,6.7,46.0,2,64.5
18,2006,2,4,0.27,0.01,0.02,0.03,80.0,35.0,8.0,27.0,7,80.0
6,2004,5,13,0.04,0.01,0.0,0.0,37.0,6.0,7.5,24.0,1,56.0
4,2007,3,19,0.78,0.51,0.0,0.12,71.0,22.0,7.5,24.0,1,73.0
15,2002,2,3,2.17,0.28,0.55,0.08,67.0,28.0,7.9,71.0,7,73.0
16,2008,0,2,0.2,0.04,0.0,0.02,67.0,44.0,7.9,34.0,7,73.0
6,2004,4,19,0.05,0.02,0.0,0.0,71.0,22.0,7.5,24.0,1,73.0
4,2007,4,17,0.25,0.03,0.24,0.03,71.0,22.0,7.5,24.0,8,73.0
25,2008,10,10,0.28,0.51,0.0,0.09,80.0,18.0,8.4,22.0,1,82.0
22,1994,6,19,0.0,0.0,0.2,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2005,3,27,0.67,0.25,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
25,2009,10,19,0.4,0.0,0.0,0.03,71.0,22.0,7.5,24.0,7,73.0
7,2005,8,17,0.68,0.18,0.19,0.03,67.0,59.0,8.1,106.0,7,74.0
25,2006,7,17,0.78,0.37,0.3,0.13,53.0,34.0,6.7,106.0,1,60.0
27,2006,8,6,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
2,2013,2,19,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2009,0,2,0.11,0.0,0.0,0.08,64.0,4.0,7.5,24.0,2,69.5
6,2002,7,12,0.84,0.27,0.0,0.05,71.0,22.0,7.5,24.0,8,73.0
16,2012,0,2,0.12,0.1,0.0,0.04,40.0,9.0,6.4,31.0,5,52.0
25,2011,10,19,0.0,0.06,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
16,2007,8,24,0.2,0.33,0.0,0.13,80.0,35.0,7.7,107.0,5,78.5
27,2014,2,16,0.01,0.05,0.0,0.0,53.0,17.0,5.1,44.0,7,52.0
4,2008,9,26,0.31,0.0,0.0,0.03,71.0,22.0,7.5,24.0,1,73.0
18,2012,9,16,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2012,1,19,0.04,0.13,0.0,0.04,92.0,78.0,8.8,1381.0,1,90.0
27,2011,8,26,0.28,0.12,0.0,0.04,84.0,81.0,7.7,95.0,2,80.5
27,2011,0,10,0.06,0.06,0.0,0.01,68.0,25.0,8.0,9.0,2,74.0
18,2011,7,27,0.0,0.0,0.81,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2009,0,6,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
14,1996,1,19,0.46,0.31,0.0,0.05,71.0,22.0,7.5,24.0,8,73.0
27,2009,3,8,0.09,0.0,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
22,1995,7,19,0.0,0.0,0.71,0.0,71.0,22.0,7.5,24.0,8,73.0
28,2005,8,10,0.08,0.02,0.0,0.0,54.0,35.0,7.4,5.0,5,64.0
4,2005,5,16,0.16,0.0,0.1,0.01,71.0,41.0,7.1,7.0,1,71.0
6,2004,4,17,0.79,0.27,0.12,0.04,80.0,22.0,9.1,37.0,1,85.5
16,2011,7,19,0.14,0.0,0.07,0.02,55.0,12.0,7.9,44.0,2,67.0
0,1981,0,19,0.87,0.05,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
20,1995,6,20,0.21,0.16,0.77,0.02,71.0,22.0,7.5,24.0,8,73.0
4,2008,10,26,0.36,0.0,0.0,0.03,71.0,22.0,7.5,24.0,1,73.0
25,2008,5,19,0.07,0.01,0.0,0.01,56.0,7.0,7.8,4.0,1,67.0
12,2011,0,4,0.04,0.02,0.0,0.01,66.0,10.0,5.3,54.0,5,59.5
4,2005,3,0,0.07,0.0,0.0,0.01,67.0,8.0,7.5,24.0,1,71.0
27,2008,4,28,0.16,0.12,0.0,0.03,62.0,35.0,7.2,26.0,2,67.0
20,1997,1,19,0.0,0.0,0.14,0.0,71.0,22.0,7.5,24.0,8,73.0
28,2003,6,23,0.07,0.02,0.0,0.0,87.0,23.0,8.5,14.0,1,86.0
0,1981,0,27,0.27,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2011,3,19,0.13,0.07,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
6,2005,5,30,0.01,0.0,0.0,0.0,71.0,22.0,7.5,24.0,1,73.0
2,2011,4,26,0.05,0.04,0.0,0.01,51.0,15.0,5.9,14.0,1,55.0
28,2006,6,19,0.03,0.01,0.0,0.0,73.0,38.0,7.3,8.0,7,73.0
17,2014,7,19,0.08,0.09,0.0,0.03,53.0,40.0,5.9,230.0,5,56.0
15,2008,10,10,0.4,0.02,0.0,0.07,71.0,22.0,7.5,24.0,1,73.0
0,1981,0,19,0.22,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2002,3,19,0.14,0.11,0.0,0.04,30.0,4.0,5.1,17.0,1,40.5
19,2014,10,19,0.08,0.0,0.0,0.03,68.0,6.0,7.0,25.0,1,69.0
0,1983,0,2,0.32,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2012,0,2,0.48,0.24,0.0,0.07,74.0,69.0,7.0,173.0,5,72.0
12,2011,0,8,0.03,0.0,0.0,0.0,73.0,11.0,6.6,17.0,2,69.5
14,1998,10,19,0.25,0.17,0.0,0.03,71.0,22.0,7.5,24.0,8,73.0
25,2011,3,27,0.0,0.17,0.0,0.04,71.0,22.0,7.5,24.0,8,73.0
25,2009,3,26,0.07,0.0,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
4,2010,1,19,0.02,0.0,0.0,0.0,71.0,22.0,7.5,24.0,1,73.0
16,2007,10,10,0.22,0.37,0.0,0.14,79.0,30.0,6.6,7.0,1,72.5
22,1994,1,19,0.0,0.0,0.81,0.0,71.0,22.0,7.5,24.0,8,73.0
28,2001,10,2,0.41,0.19,0.0,0.03,78.0,24.0,8.8,5.0,7,83.0
27,2011,0,29,0.07,0.04,0.0,0.01,59.0,17.0,7.2,23.0,7,65.5
14,1994,8,1,0.06,0.04,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
15,2007,10,24,0.17,0.13,0.0,0.04,66.0,4.0,7.5,24.0,1,70.5
16,2009,7,18,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2002,3,17,0.43,0.16,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
2,2015,7,19,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2011,0,2,0.11,0.18,0.0,0.06,57.0,41.0,5.6,27.0,7,56.5
4,2008,0,25,0.16,0.01,0.02,0.02,83.0,52.0,7.8,36.0,7,80.5
16,2008,10,21,0.64,0.0,0.0,0.05,85.0,33.0,8.7,76.0,1,86.0
27,2008,0,20,0.22,0.02,0.0,0.02,55.0,42.0,6.4,24.0,7,59.5
17,2015,0,29,0.96,0.67,0.12,0.34,74.0,58.0,7.9,1287.0,5,76.5
20,1995,2,20,0.0,0.0,0.23,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2011,1,16,0.0,0.0,0.05,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2011,7,4,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
3,2000,7,20,0.0,0.0,0.2,0.0,89.0,21.0,9.1,33.0,7,90.0
4,2007,1,19,0.06,0.0,0.05,0.0,72.0,5.0,7.5,24.0,7,73.5
22,1992,6,19,0.0,0.0,0.28,0.0,71.0,22.0,7.5,24.0,8,73.0
10,1987,4,12,0.45,0.06,0.42,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2007,1,8,0.11,0.09,0.0,0.03,71.0,22.0,7.5,24.0,1,73.0
4,2007,3,19,0.0,0.0,0.33,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2010,1,26,0.13,0.05,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
22,1993,2,16,0.0,0.0,0.27,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2002,8,30,0.05,0.02,0.0,0.0,46.0,5.0,1.7,11.0,7,31.5
16,2010,2,21,0.29,0.21,0.0,0.09,48.0,39.0,7.5,77.0,7,61.5
27,2009,3,2,0.23,0.15,0.0,0.04,71.0,56.0,5.9,18.0,7,65.0
25,2010,6,19,0.03,0.0,0.0,0.0,71.0,22.0,7.5,24.0,1,73.0
15,2001,9,3,0.12,0.1,0.88,0.03,73.0,15.0,8.8,32.0,7,80.5
12,2005,9,10,0.01,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2001,10,25,0.05,0.04,0.06,0.01,71.0,11.0,9.1,56.0,1,81.0
16,2007,4,2,0.26,0.29,0.02,0.11,60.0,33.0,7.0,40.0,7,65.0
16,2010,9,16,0.0,0.0,0.26,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2008,7,19,0.0,0.01,0.0,0.0,76.0,30.0,7.6,61.0,7,76.0
15,2005,0,4,2.08,0.83,0.46,0.25,96.0,38.0,8.9,1013.0,5,92.5
14,1999,9,19,0.07,0.05,0.13,0.02,71.0,22.0,7.5,24.0,8,73.0
4,2011,0,23,0.15,0.05,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
15,2002,10,10,0.21,0.17,0.16,0.06,73.0,19.0,5.6,18.0,1,64.5
27,2008,10,15,0.08,0.01,0.0,0.01,68.0,34.0,7.2,13.0,5,70.0
17,2014,0,24,3.96,6.31,0.38,1.97,97.0,66.0,8.3,2899.0,5,90.0
14,2002,8,24,1.54,0.46,0.0,0.08,71.0,22.0,7.5,24.0,8,73.0
6,2002,10,19,0.4,0.15,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
2,2015,0,16,0.0,0.0,0.13,0.0,71.0,22.0,7.5,24.0,8,73.0
5,1991,1,17,0.85,0.31,0.56,0.04,71.0,22.0,7.5,24.0,8,73.0
4,2007,0,4,0.24,0.0,0.31,0.02,71.0,22.0,7.5,24.0,8,73.0
4,2008,1,12,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
7,2005,4,12,0.04,0.01,0.0,0.0,54.0,9.0,7.5,24.0,1,64.5
16,2014,0,22,0.1,0.17,0.02,0.05,71.0,22.0,7.5,24.0,8,73.0
15,2004,3,5,0.07,0.05,0.0,0.02,79.0,28.0,8.6,8.0,7,82.5
8,1993,12,1,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2002,4,26,0.06,0.05,0.0,0.02,49.0,14.0,5.0,4.0,1,49.5
6,2002,6,19,0.1,0.04,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2004,4,28,0.32,0.25,0.0,0.08,60.0,16.0,8.0,44.0,1,70.0
15,2007,3,19,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
19,2014,4,26,0.01,0.1,0.0,0.03,87.0,8.0,8.4,159.0,2,85.5
6,2004,4,17,0.4,0.15,0.17,0.01,55.0,15.0,4.8,4.0,1,51.5
17,2015,0,7,0.13,0.18,0.03,0.06,71.0,22.0,7.5,24.0,8,73.0
14,1998,10,10,0.22,1.47,0.04,0.14,71.0,22.0,7.5,24.0,8,73.0
16,2015,8,10,0.13,0.15,0.07,0.06,71.0,22.0,5.3,81.0,5,62.0
14,1997,11,10,0.18,0.12,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
25,2007,0,6,0.54,0.55,0.0,0.13,63.0,6.0,7.7,9.0,2,70.0
18,2009,2,16,0.14,0.0,0.0,0.01,60.0,15.0,6.2,10.0,7,61.0
6,2003,3,19,0.09,0.03,0.0,0.0,87.0,9.0,7.5,24.0,1,81.0
16,2011,6,26,0.24,0.52,0.01,0.18,79.0,53.0,7.7,114.0,7,78.0
12,2011,0,10,0.09,0.21,0.0,0.07,69.0,18.0,5.8,338.0,7,63.5
14,1997,10,10,0.61,0.42,0.0,0.07,71.0,22.0,7.5,24.0,8,73.0
17,2014,1,19,0.1,0.07,0.0,0.04,83.0,6.0,8.4,259.0,5,83.5
12,2010,9,27,0.0,0.03,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2009,0,16,0.0,0.0,0.24,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2007,10,10,0.45,0.01,0.0,0.04,80.0,42.0,8.2,30.0,1,81.0
15,2005,7,15,0.2,0.15,0.0,0.05,59.0,38.0,5.7,20.0,7,58.0
27,2008,3,19,0.21,0.0,0.0,0.02,63.0,16.0,4.9,10.0,7,56.0
4,2008,3,26,0.1,0.01,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
29,2014,0,7,0.15,0.13,0.0,0.03,71.0,22.0,7.5,24.0,8,73.0
22,1995,7,17,0.0,0.0,0.09,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2007,8,0,0.06,0.0,0.0,0.0,71.0,22.0,7.5,24.0,1,73.0
27,2011,2,29,1.63,0.31,0.0,0.16,86.0,66.0,8.3,382.0,5,84.5
18,2013,10,12,0.0,0.0,0.2,0.0,71.0,22.0,7.5,24.0,8,73.0
19,2011,9,6,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2009,3,24,0.29,0.0,0.0,0.02,71.0,22.0,3.0,4.0,1,50.5
16,2008,10,21,0.14,0.0,0.0,0.01,63.0,17.0,5.1,7.0,1,57.0
25,2008,5,7,0.02,0.0,0.0,0.0,62.0,12.0,6.4,5.0,1,63.0
15,2008,0,25,0.12,0.09,0.0,0.03,43.0,7.0,5.4,14.0,7,48.5
15,2009,1,6,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
28,2003,3,14,0.05,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2008,1,12,0.0,0.0,0.11,0.0,71.0,22.0,7.5,24.0,8,73.0
2,2011,11,26,0.25,0.06,0.05,0.03,44.0,18.0,5.3,9.0,2,48.5
27,2007,10,24,0.79,0.0,0.0,0.07,81.0,33.0,7.0,28.0,1,75.5
28,2004,4,28,0.11,0.03,0.0,0.01,64.0,17.0,9.1,10.0,1,77.5
15,2005,8,19,0.22,0.17,0.0,0.06,58.0,25.0,8.8,51.0,7,73.0
16,2007,6,23,0.37,0.01,0.0,0.03,63.0,8.0,4.8,4.0,1,55.5
25,2015,3,26,0.41,0.46,0.0,0.08,71.0,22.0,7.5,24.0,2,73.0
27,2009,0,19,0.05,0.01,0.0,0.0,42.0,17.0,5.0,4.0,2,46.0
28,2005,1,26,0.04,0.01,0.0,0.0,75.0,17.0,7.5,24.0,7,75.0
16,2008,0,20,0.32,0.25,0.0,0.11,42.0,27.0,6.2,45.0,7,52.0
17,2015,2,4,0.0,0.08,0.0,0.01,71.0,28.0,5.9,94.0,7,65.0
27,2009,11,20,0.11,0.03,0.0,0.01,48.0,36.0,6.8,17.0,5,58.0
0,1988,8,2,0.47,0.03,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
4,2007,3,6,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2010,1,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2011,1,19,0.0,0.14,0.0,0.03,71.0,22.0,7.5,24.0,8,73.0
14,1996,1,19,0.17,0.12,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
4,2008,5,4,0.06,0.0,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2007,0,25,0.17,0.01,0.0,0.02,53.0,27.0,7.4,13.0,7,63.5
18,2010,7,20,0.0,0.0,0.2,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2007,9,19,0.0,0.0,0.26,0.0,71.0,22.0,7.5,24.0,8,73.0
28,2005,0,2,0.2,0.06,0.0,0.01,62.0,46.0,6.6,8.0,7,64.0
15,2007,3,6,0.0,0.0,0.12,0.0,71.0,22.0,7.5,24.0,8,73.0
17,2014,0,7,0.22,0.3,0.04,0.1,71.0,22.0,7.5,24.0,8,73.0
4,2008,4,19,0.06,0.0,0.0,0.0,75.0,5.0,7.5,24.0,1,75.0
5,2001,7,17,0.0,0.0,0.56,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2004,6,13,0.43,0.16,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
12,2014,8,10,0.0,0.02,0.0,0.0,78.0,11.0,7.8,186.0,2,78.0
19,2012,6,21,0.0,0.04,0.0,0.01,78.0,39.0,6.8,123.0,1,73.0
14,1995,7,19,0.02,0.02,0.12,0.01,71.0,22.0,7.5,24.0,8,73.0
19,2015,0,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2013,4,26,0.03,0.08,0.0,0.01,71.0,22.0,5.4,14.0,1,62.5
4,2005,6,13,0.1,0.0,0.0,0.01,35.0,5.0,7.5,24.0,1,55.0
