Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Total_Rating
16,2016,3,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
7,2002,8,1,0.3,0.08,0.0,0.01,70.0,19.0,7.0,21.0,5,70.0
6,2003,4,4,0.18,0.07,0.17,0.01,81.0,17.0,8.6,18.0,1,83.5
4,2008,3,22,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
8,1994,4,20,1.02,0.47,0.2,0.07,71.0,22.0,7.5,24.0,8,73.0
15,2001,9,19,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2010,11,19,0.0,0.01,0.0,0.0,70.0,6.0,8.3,20.0,8,76.5
25,2008,10,19,0.02,0.0,0.0,0.0,30.0,4.0,7.5,24.0,1,52.5
15,2007,3,20,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2012,0,12,0.11,0.06,0.01,0.02,69.0,17.0,5.6,98.0,5,62.5
15,2005,7,25,0.03,0.02,0.0,0.01,68.0,34.0,7.8,14.0,2,73.0
4,2007,5,23,0.25,0.0,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
15,2002,9,20,0.04,0.03,0.0,0.01,64.0,18.0,7.0,8.0,1,67.0
28,2004,10,10,0.21,0.06,0.0,0.01,80.0,18.0,7.8,4.0,1,79.0
14,1998,11,19,0.0,0.0,0.09,0.01,71.0,22.0,7.5,24.0,8,73.0
15,2002,2,19,0.09,0.07,0.16,0.02,87.0,31.0,8.7,34.0,7,87.0
28,2004,11,20,0.05,0.01,0.0,0.0,67.0,15.0,8.0,6.0,7,73.5
4,2011,3,2,0.37,0.96,0.0,0.21,71.0,22.0,7.5,24.0,1,73.0
19,2015,7,25,0.0,0.0,0.06,0.0,71.0,22.0,8.0,14.0,7,75.5
25,2009,10,2,0.11,0.0,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
18,2006,3,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2008,8,19,0.04,0.0,0.0,0.0,50.0,7.0,8.3,6.0,2,66.5
4,2010,3,8,0.16,0.03,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
25,2008,10,19,0.02,0.21,0.0,0.01,51.0,18.0,5.4,7.0,2,52.5
27,2008,4,19,0.1,0.0,0.0,0.01,57.0,7.0,5.3,12.0,2,55.0
19,2016,0,25,0.0,0.0,0.13,0.0,71.0,22.0,7.5,24.0,8,73.0
7,2002,1,17,0.01,0.0,0.15,0.0,71.0,12.0,8.5,21.0,1,78.0
14,1997,11,1,0.07,0.05,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
4,2005,0,4,0.08,0.0,0.01,0.01,71.0,22.0,7.5,24.0,8,73.0
4,2008,3,23,0.2,0.0,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
4,2010,10,19,0.4,0.0,0.0,0.02,71.0,22.0,7.5,24.0,7,73.0
2,2013,3,17,0.62,0.64,0.55,0.11,57.0,47.0,6.3,117.0,1,60.0
15,2006,11,25,0.04,0.03,0.0,0.01,76.0,8.0,8.0,7.0,2,78.0
7,2003,2,17,0.44,0.12,0.45,0.03,74.0,22.0,8.9,39.0,7,81.5
18,2009,7,19,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,2,73.0
18,2011,1,19,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2005,3,12,0.15,0.12,0.0,0.04,78.0,25.0,7.5,24.0,2,76.5
2,2014,1,19,0.04,0.19,0.0,0.02,71.0,22.0,7.5,24.0,2,73.0
15,2005,2,16,0.13,0.1,0.0,0.03,52.0,14.0,8.3,21.0,7,67.5
19,2012,0,19,0.0,0.0,0.01,0.0,76.0,26.0,8.0,18.0,2,78.0
18,2011,1,11,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2011,0,18,0.0,0.03,0.16,0.01,58.0,25.0,6.5,15.0,5,61.5
14,1998,11,25,0.0,0.0,0.13,0.01,71.0,22.0,7.5,24.0,8,73.0
16,2010,8,20,0.21,0.21,0.11,0.08,84.0,61.0,8.1,304.0,5,82.5
9,1997,6,19,0.2,0.05,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2007,10,19,0.23,0.0,0.0,0.02,74.0,19.0,4.7,7.0,1,60.5
20,1995,2,1,0.0,0.0,0.21,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2011,9,27,0.0,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2008,10,19,0.12,0.0,0.0,0.01,39.0,6.0,1.8,10.0,7,28.5
6,2005,8,20,0.05,0.02,0.0,0.0,83.0,31.0,8.5,13.0,2,84.0
25,2009,0,16,0.12,0.03,0.03,0.02,65.0,25.0,7.3,15.0,2,69.0
15,2006,8,9,0.03,0.02,0.0,0.01,73.0,35.0,7.8,24.0,5,75.5
15,2006,6,19,0.03,0.02,0.0,0.01,27.0,4.0,7.5,24.0,2,51.0
15,2007,10,25,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
2,2016,7,19,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2007,0,10,0.56,0.77,0.0,0.17,69.0,17.0,7.3,18.0,7,71.0
15,2003,10,10,0.44,0.34,0.0,0.11,68.0,21.0,6.6,27.0,1,67.0
16,2013,10,21,0.67,0.0,0.0,0.07,87.0,36.0,7.8,114.0,1,82.5
12,2012,9,10,0.0,0.13,0.0,0.02,73.0,12.0,7.5,48.0,7,74.0
2,2013,0,19,0.0,0.0,0.42,0.0,46.0,22.0,4.5,34.0,5,45.5
14,2000,10,15,0.07,0.05,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
4,2008,1,8,0.85,0.51,0.01,0.15,71.0,22.0,7.8,5.0,1,74.5
15,2009,10,12,0.0,0.0,0.13,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2009,11,3,0.0,0.02,0.0,0.0,76.0,50.0,7.9,183.0,7,77.5
18,2005,10,10,0.19,0.02,0.0,0.02,79.0,23.0,8.1,44.0,1,80.0
15,2005,10,30,0.17,0.14,0.0,0.05,71.0,22.0,8.9,17.0,7,80.0
16,2010,10,25,0.0,0.0,0.07,0.0,71.0,22.0,7.5,24.0,8,73.0
14,1995,11,19,0.05,0.04,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
0,1987,8,3,0.42,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
7,2005,0,4,0.98,0.42,0.22,0.06,96.0,82.0,9.4,767.0,5,95.0
15,2001,6,1,0.13,0.1,0.0,0.03,71.0,22.0,7.5,24.0,8,73.0
28,2004,0,3,0.06,0.02,0.0,0.0,72.0,17.0,6.5,6.0,7,68.5
14,1997,0,19,3.79,0.27,0.0,0.11,71.0,22.0,7.5,24.0,8,73.0
14,2001,10,15,0.07,0.05,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
20,1998,10,20,0.0,0.0,0.12,0.0,71.0,22.0,7.5,24.0,8,73.0
26,2013,0,17,0.92,0.6,0.14,0.14,71.0,22.0,7.5,24.0,8,73.0
27,2012,8,12,0.06,0.03,0.0,0.01,52.0,46.0,5.5,65.0,5,53.5
25,2006,10,10,0.46,0.0,0.0,0.04,81.0,35.0,8.0,16.0,1,80.5
29,2013,0,29,0.61,0.35,0.0,0.09,71.0,22.0,6.8,73.0,2,69.5
15,2004,7,4,0.02,0.01,0.0,0.0,62.0,30.0,7.8,4.0,7,70.0
15,2005,10,24,0.72,0.56,0.0,0.19,82.0,19.0,7.4,20.0,1,78.0
14,1998,0,9,1.15,1.14,0.06,0.13,71.0,22.0,7.5,24.0,8,73.0
6,2002,4,28,0.02,0.01,0.0,0.0,45.0,10.0,5.7,6.0,1,51.0
15,2004,8,19,0.56,0.44,0.0,0.15,43.0,5.0,3.4,13.0,5,38.5
29,2015,1,22,0.55,0.7,0.02,0.11,86.0,102.0,8.0,1288.0,5,83.0
27,2009,8,5,0.36,0.45,0.02,0.1,77.0,47.0,7.8,112.0,5,77.5
4,2005,11,26,0.1,0.01,0.0,0.01,64.0,16.0,7.7,14.0,2,70.5
20,1995,11,25,0.0,0.0,0.11,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2010,9,19,0.25,0.05,0.22,0.03,68.0,6.0,7.5,13.0,1,71.5
15,2003,4,19,0.05,0.04,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
25,2009,10,3,0.09,0.0,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
17,2016,0,25,0.04,0.11,0.11,0.03,71.0,22.0,7.5,24.0,8,73.0
16,2011,0,16,0.3,0.15,0.22,0.07,77.0,28.0,6.7,82.0,7,72.0
15,2007,0,19,0.14,0.11,0.0,0.04,58.0,24.0,6.6,14.0,5,62.0
27,2012,11,24,0.36,0.21,0.0,0.05,90.0,35.0,8.3,366.0,5,86.5
2,2011,0,8,0.29,0.27,0.0,0.06,71.0,16.0,7.3,20.0,2,72.0
6,2003,6,23,0.09,0.03,0.0,0.0,75.0,10.0,7.5,24.0,1,75.0
28,2001,0,12,0.21,0.06,0.0,0.01,84.0,23.0,8.3,39.0,5,83.5
18,2011,0,19,0.0,0.0,0.22,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2000,6,24,2.0,0.47,0.02,0.14,78.0,18.0,7.8,21.0,7,78.0
6,2004,1,17,0.0,0.0,0.1,0.0,71.0,22.0,7.5,24.0,8,73.0
7,2002,10,17,0.19,0.05,0.0,0.01,71.0,18.0,7.4,7.0,1,72.5
14,1998,11,12,0.05,0.03,0.12,0.01,71.0,22.0,7.5,24.0,8,73.0
6,2003,6,19,0.02,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
14,1998,10,12,0.0,0.0,0.25,0.02,71.0,22.0,7.5,24.0,8,73.0
19,2013,0,16,0.0,0.0,0.13,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2009,5,19,0.02,0.0,0.0,0.0,71.0,22.0,7.5,24.0,1,73.0
4,2009,9,7,0.04,0.0,0.0,0.0,71.0,22.0,7.5,24.0,1,73.0
19,2016,11,16,0.0,0.0,0.09,0.0,71.0,22.0,7.5,24.0,8,73.0
0,1983,0,2,0.27,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2010,0,8,0.24,0.05,0.0,0.02,58.0,51.0,6.0,41.0,7,59.0
7,2005,10,10,0.08,0.02,0.0,0.0,82.0,19.0,4.8,4.0,1,65.0
7,2002,6,19,0.07,0.02,0.0,0.0,85.0,8.0,7.3,7.0,1,79.0
29,2015,7,19,2.51,1.32,0.01,0.38,88.0,39.0,6.2,1749.0,5,75.0
14,1996,6,21,2.12,0.25,0.0,0.07,71.0,22.0,7.5,24.0,8,73.0
27,2006,3,14,0.05,0.01,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
18,2008,4,23,0.29,0.22,0.0,0.14,64.0,8.0,7.5,24.0,1,69.5
16,2009,10,10,0.38,0.12,0.0,0.07,88.0,35.0,7.9,40.0,2,83.5
6,2003,0,12,0.18,0.07,0.0,0.0,59.0,6.0,7.5,24.0,1,67.0
12,2009,11,19,0.02,0.0,0.0,0.0,63.0,9.0,8.1,8.0,7,72.0
17,2015,6,19,0.04,0.13,0.03,0.03,66.0,30.0,7.0,47.0,1,68.0
19,2012,1,19,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2004,0,8,0.04,0.02,0.0,0.0,68.0,16.0,7.5,24.0,1,71.5
19,2016,0,27,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2012,0,12,0.15,0.1,0.03,0.04,70.0,33.0,4.8,136.0,5,59.0
4,2007,5,8,0.01,0.02,0.0,0.0,74.0,36.0,6.6,5.0,1,70.0
18,2012,0,16,0.0,0.0,0.11,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2008,3,26,0.1,0.29,0.0,0.05,71.0,22.0,7.5,24.0,1,73.0
25,2007,10,30,0.02,0.0,0.0,0.0,19.0,6.0,2.8,25.0,2,23.5
16,2013,0,10,0.44,0.36,0.0,0.16,76.0,37.0,6.4,522.0,5,70.0
16,2008,0,12,0.13,0.02,0.0,0.02,47.0,23.0,6.1,10.0,7,54.0
12,2011,11,19,0.0,0.1,0.0,0.01,75.0,4.0,4.9,89.0,8,62.0
19,2014,0,25,0.0,0.0,0.06,0.0,70.0,9.0,7.9,14.0,7,74.5
2,2014,0,4,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
2,2012,1,16,0.0,0.0,0.62,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2008,1,6,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2008,0,19,0.18,0.08,0.22,0.04,58.0,18.0,7.9,22.0,5,68.5
2,2015,7,20,0.04,0.0,0.12,0.0,77.0,26.0,8.2,38.0,7,79.5
4,2010,1,19,0.02,0.0,0.0,0.0,71.0,22.0,7.5,24.0,7,73.0
17,2013,10,10,0.63,0.13,0.0,0.15,74.0,13.0,5.2,118.0,1,63.0
12,1998,0,9,0.41,0.0,0.0,0.0,71.0,22.0,8.6,50.0,7,78.5
25,2007,10,17,8.92,8.03,3.6,2.15,80.0,63.0,7.7,146.0,1,78.5
4,2008,11,19,0.02,0.0,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2007,3,9,0.05,0.0,0.0,0.0,30.0,4.0,3.6,20.0,1,33.0
14,1999,0,19,1.1,0.14,0.0,0.04,71.0,22.0,7.5,24.0,8,73.0
14,1998,10,10,0.48,0.33,0.0,0.06,71.0,22.0,7.5,24.0,8,73.0
15,2007,7,21,0.2,0.16,0.0,0.05,71.0,22.0,7.5,24.0,8,73.0
18,2009,7,19,0.0,0.0,0.08,0.0,71.0,22.0,7.5,24.0,8,73.0
2,2014,0,16,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2011,0,10,0.05,0.04,0.0,0.01,43.0,12.0,5.0,56.0,8,46.5
27,2009,0,4,2.11,0.93,0.12,0.34,83.0,91.0,7.5,523.0,5,79.0
18,2007,2,19,0.03,0.0,0.0,0.0,38.0,12.0,7.5,24.0,7,56.5
4,2006,1,8,0.23,0.01,0.0,0.02,63.0,11.0,8.6,7.0,7,74.5
17,2014,0,21,1.28,0.98,0.07,0.46,80.0,90.0,7.9,2944.0,7,79.5
4,2008,3,10,0.12,0.0,0.0,0.01,62.0,5.0,7.5,24.0,1,68.5
18,2009,11,18,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2003,3,19,0.02,0.01,0.0,0.0,71.0,6.0,8.9,10.0,1,80.0
22,1993,7,19,0.0,0.0,0.05,0.0,71.0,22.0,7.5,24.0,8,73.0
14,2001,8,26,0.13,0.09,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
4,2011,5,19,0.05,0.05,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
25,2006,10,2,0.51,0.0,0.0,0.04,71.0,22.0,7.5,24.0,8,73.0
2,2016,9,19,0.02,0.0,0.0,0.0,71.0,22.0,7.4,7.0,1,72.5
25,2010,3,19,0.0,0.07,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
4,2008,7,22,0.11,0.01,0.05,0.01,82.0,32.0,7.5,35.0,7,78.5
12,2011,7,27,0.44,0.16,0.0,0.07,84.0,59.0,7.3,561.0,7,78.5
15,2008,0,12,0.03,0.03,0.0,0.01,70.0,21.0,7.4,59.0,5,72.0
15,2001,10,10,2.19,0.22,0.0,0.38,89.0,22.0,8.6,39.0,1,87.5
28,2004,10,15,0.4,0.11,0.0,0.02,78.0,30.0,7.7,14.0,5,77.5
2,2016,1,16,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
14,1999,10,19,0.22,0.15,0.0,0.03,71.0,22.0,7.5,24.0,8,73.0
27,2006,0,25,0.11,0.01,0.0,0.01,61.0,40.0,8.2,19.0,7,71.5
27,2007,8,2,0.05,0.0,0.0,0.0,35.0,11.0,6.1,21.0,7,48.0
4,2009,0,2,1.26,0.02,0.0,0.1,60.0,6.0,6.7,7.0,1,63.5
4,2008,9,19,0.05,0.0,0.0,0.0,49.0,10.0,7.5,24.0,2,62.0
4,2005,3,17,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2004,6,5,0.03,0.02,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
25,2009,1,13,0.1,0.01,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
22,1991,3,19,0.0,0.0,0.08,0.0,71.0,22.0,7.5,24.0,8,73.0
28,2004,1,10,0.09,0.03,0.0,0.0,71.0,62.0,8.2,17.0,5,76.5
15,2005,0,21,0.05,0.04,0.0,0.01,53.0,23.0,7.5,24.0,1,64.0
16,2016,0,16,0.0,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2012,7,16,0.0,0.0,0.07,0.0,71.0,22.0,7.5,24.0,8,73.0
14,1998,3,19,0.17,0.12,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
20,1997,7,19,0.0,0.0,0.13,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2009,3,19,0.23,0.0,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
4,2009,7,19,0.26,0.03,0.1,0.02,77.0,10.0,8.6,46.0,1,81.5
12,2010,7,19,0.59,0.45,0.0,0.14,84.0,39.0,8.6,2754.0,5,85.0
15,2009,3,25,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2003,9,12,1.05,0.59,0.0,0.18,82.0,27.0,8.2,11.0,1,82.0
17,2014,0,18,0.14,0.03,0.04,0.04,57.0,40.0,6.5,72.0,5,61.0
15,2008,0,19,0.22,0.02,0.0,0.33,71.0,22.0,5.3,6.0,2,62.0
25,2007,11,19,0.11,0.01,0.0,0.01,49.0,18.0,4.9,11.0,1,49.0
17,2016,0,7,0.0,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2007,10,10,0.04,0.01,0.0,0.0,72.0,27.0,8.2,10.0,1,77.0
7,2003,10,10,0.12,0.03,0.0,0.0,89.0,16.0,7.5,6.0,1,82.0
4,2008,5,26,0.16,0.78,0.0,0.04,71.0,5.0,7.5,24.0,1,73.0
25,2007,3,20,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2009,3,19,0.1,0.0,0.0,0.01,71.0,22.0,7.5,24.0,7,73.0
9,1999,2,17,2.95,0.6,1.97,0.04,71.0,22.0,7.5,24.0,8,73.0
15,2003,0,19,0.11,0.09,0.0,0.03,61.0,26.0,9.2,6.0,5,76.5
2,2014,3,19,0.0,0.0,0.07,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2011,0,21,0.0,0.0,0.04,0.0,71.0,22.0,8.4,72.0,7,77.5
12,2015,8,10,0.0,0.13,0.0,0.01,71.0,31.0,3.8,773.0,5,54.5
15,2004,8,19,1.93,1.22,0.03,0.44,82.0,36.0,8.7,142.0,7,84.5
16,2015,0,25,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2009,3,2,0.13,0.12,0.0,0.03,50.0,12.0,5.2,6.0,7,51.0
9,1997,10,12,0.25,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2008,7,11,0.04,0.0,0.0,0.01,57.0,14.0,7.8,12.0,7,67.5
4,2005,7,17,0.06,0.0,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2014,0,12,0.07,0.05,0.01,0.01,71.0,22.0,5.7,148.0,5,64.0
16,2007,8,15,0.07,0.01,0.0,0.01,56.0,23.0,6.3,18.0,7,59.5
7,2002,4,12,0.1,0.03,0.0,0.0,60.0,6.0,7.2,5.0,1,66.0
7,2002,0,10,0.53,0.14,0.0,0.02,77.0,14.0,8.3,27.0,1,80.0
4,2008,0,19,0.15,0.0,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
9,1999,0,19,0.33,0.07,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2004,10,2,1.25,0.86,0.01,0.26,83.0,59.0,8.8,55.0,7,85.5
25,2011,6,2,0.21,0.0,0.0,0.01,42.0,5.0,3.1,9.0,1,36.5
15,2006,1,19,0.0,0.0,0.11,0.0,71.0,22.0,7.5,24.0,8,73.0
7,2005,0,17,0.29,0.08,0.16,0.01,85.0,42.0,8.9,141.0,7,87.0
3,2000,10,20,0.0,0.0,0.18,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2008,7,19,2.15,1.13,0.07,0.59,90.0,57.0,8.0,910.0,5,85.0
2,2011,0,23,0.07,0.02,0.0,0.01,54.0,4.0,7.5,24.0,2,64.5
27,2015,0,8,0.21,0.15,0.0,0.03,71.0,22.0,7.5,24.0,8,73.0
14,1997,6,19,0.43,0.29,0.09,0.06,71.0,22.0,7.5,24.0,8,73.0
28,2004,4,2,0.05,0.01,0.0,0.0,73.0,35.0,7.8,4.0,1,75.5
15,2002,10,15,0.03,0.03,0.0,0.01,73.0,19.0,9.0,6.0,1,81.5
15,2003,0,19,0.52,0.41,0.0,0.14,71.0,28.0,8.3,22.0,7,77.0
18,2006,5,12,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
19,2012,10,10,0.16,0.32,0.02,0.08,79.0,45.0,7.2,79.0,1,75.5
14,1998,7,19,0.0,0.0,0.13,0.01,71.0,22.0,7.5,24.0,8,73.0
15,2000,10,19,0.0,0.0,0.54,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2010,3,26,0.03,0.0,0.0,0.0,71.0,22.0,7.5,24.0,2,73.0
5,1997,4,17,0.7,0.35,0.39,0.04,71.0,22.0,7.5,24.0,8,73.0
4,2009,9,26,0.04,0.0,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
14,1998,10,5,0.02,1.13,0.01,0.1,71.0,22.0,7.5,24.0,8,73.0
18,2009,7,18,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2005,0,26,0.06,0.0,0.0,0.01,50.0,22.0,7.0,25.0,7,60.0
14,1995,8,1,0.06,0.04,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
4,2007,5,19,0.03,0.17,0.0,0.01,68.0,4.0,7.5,24.0,1,71.5
12,2007,11,23,0.0,0.04,0.0,0.01,86.0,44.0,8.3,263.0,2,84.5
14,1999,3,19,0.0,0.0,0.44,0.03,71.0,22.0,7.5,24.0,8,73.0
25,2010,9,19,0.04,0.0,0.0,0.0,71.0,22.0,7.5,24.0,1,73.0
6,2003,10,19,0.13,0.05,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2005,4,19,0.27,0.1,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
4,2008,11,23,0.16,0.03,0.0,0.02,78.0,28.0,6.9,20.0,2,73.5
16,2010,0,26,1.87,0.55,0.11,0.29,90.0,59.0,8.2,791.0,5,86.0
16,2008,3,2,1.1,0.55,0.0,0.27,84.0,43.0,7.5,80.0,7,79.5
4,2007,1,24,0.14,0.01,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
5,1989,4,17,10.83,2.71,4.18,0.42,71.0,22.0,7.5,24.0,8,73.0
16,2011,6,12,0.07,0.0,0.0,0.01,67.0,5.0,6.8,4.0,2,67.5
6,2002,7,19,0.01,0.0,0.0,0.0,72.0,13.0,7.5,24.0,7,73.5
7,2001,9,19,1.03,0.75,0.03,0.09,90.0,45.0,8.6,80.0,7,88.0
15,2007,3,2,3.49,0.01,0.01,1.48,82.0,24.0,8.2,46.0,7,82.0
18,2010,1,6,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2008,0,2,1.91,0.84,0.0,0.29,75.0,42.0,7.4,32.0,2,74.5
18,2010,2,12,0.0,0.0,0.11,0.0,71.0,22.0,7.5,24.0,8,73.0
10,1987,7,19,0.32,0.0,0.52,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2006,3,2,0.15,0.0,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
15,2004,8,16,0.03,0.02,0.0,0.01,57.0,16.0,8.6,11.0,7,71.5
18,2011,1,19,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2005,8,10,0.12,0.0,0.0,0.01,54.0,26.0,7.2,22.0,5,63.0
25,2008,0,24,0.15,0.37,0.0,0.07,68.0,18.0,5.7,29.0,1,62.5
18,2007,0,26,0.08,0.02,0.0,0.01,74.0,16.0,8.2,19.0,7,78.0
18,2007,6,3,0.08,0.27,0.0,0.15,80.0,18.0,7.3,29.0,2,76.5
15,2001,4,21,0.12,0.1,0.08,0.03,91.0,18.0,9.1,72.0,1,91.0
15,2003,5,19,0.07,0.05,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
27,2011,1,24,1.52,0.92,0.02,0.24,89.0,83.0,7.8,893.0,5,83.5
16,2010,0,21,0.0,0.07,0.03,0.02,71.0,22.0,7.5,24.0,8,73.0
4,2007,3,16,0.0,0.0,0.1,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2009,0,10,0.37,0.2,0.0,0.06,55.0,58.0,7.0,110.0,7,62.5
28,2004,0,24,0.17,0.05,0.0,0.01,66.0,33.0,7.7,22.0,5,71.5
27,2011,10,10,0.94,0.0,0.0,0.06,82.0,25.0,6.6,49.0,1,74.0
15,2005,10,10,0.52,0.41,0.0,0.14,89.0,36.0,8.7,37.0,1,88.0
29,2016,8,2,1.46,0.74,0.0,0.22,78.0,17.0,3.1,290.0,5,54.5
17,2015,8,0,0.1,0.14,0.0,0.05,71.0,22.0,7.5,24.0,8,73.0
27,2009,10,19,0.15,0.0,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
15,2006,9,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2007,10,20,0.0,0.01,0.0,0.0,71.0,22.0,7.4,17.0,1,72.5
4,2008,6,19,0.03,0.0,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2010,1,19,0.0,0.13,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
19,2015,10,19,0.0,0.02,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
17,2015,7,19,2.53,3.27,0.24,1.13,87.0,58.0,6.5,4228.0,5,76.0
4,2007,3,16,0.0,0.0,0.66,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2003,11,14,0.03,0.02,0.0,0.01,71.0,22.0,8.0,8.0,1,75.5
6,2002,6,26,0.07,0.03,0.0,0.0,58.0,8.0,7.5,24.0,1,66.5
9,1997,0,19,0.74,0.38,0.02,0.03,71.0,22.0,7.5,24.0,8,73.0
0,1982,5,3,7.28,0.45,0.0,0.08,71.0,22.0,7.5,24.0,8,73.0
15,2008,2,15,0.1,0.0,0.0,0.12,71.0,22.0,7.5,24.0,8,73.0
15,2001,7,26,0.05,0.04,0.0,0.01,76.0,16.0,7.8,22.0,7,77.0
27,2009,8,2,0.34,0.23,0.0,0.06,71.0,22.0,7.5,24.0,8,73.0
16,2013,10,10,1.6,0.03,0.0,0.24,76.0,19.0,4.1,91.0,1,58.5
12,2013,0,7,0.11,0.06,0.0,0.02,86.0,45.0,7.4,1543.0,5,80.0
18,2005,6,28,0.16,0.05,0.0,0.03,68.0,9.0,7.1,25.0,2,69.5
4,2007,4,24,0.97,0.01,0.0,0.07,44.0,5.0,7.5,24.0,1,59.5
16,2012,1,19,0.01,0.02,0.02,0.01,83.0,8.0,8.7,51.0,5,85.0
